,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std,a3,b3,a3_std,b3_std
pytest-dev__pytest-7324,0.40765867,0.5152474,0.19107896,0.50296515,1.0872651,1.0056708,0.20525053,0.24565859,1.6825783,1.0343246,0.22885883,0.17922705
pytest-dev__pytest-7432,0.5573738,0.14998369,0.18881473,0.34113997,0.81946886,0.1289384,0.2390089,0.28548357,1.3830405,-0.33288187,0.18714434,0.18662223
pytest-dev__pytest-7490,0.59433925,0.42371655,0.19182019,0.34116387,0.64985484,0.5499397,0.1956075,0.33706293,1.7039115,0.46279374,0.20140037,0.15868811
pytest-dev__pytest-7521,0.40611953,0.26966825,0.19205174,0.47492835,0.7550535,0.29332703,0.22304112,0.2781225,1.7015997,-0.11665627,0.20387015,0.16558012
pytest-dev__pytest-7571,0.5796911,0.035304356,0.17990923,0.42590898,0.52000916,0.15781905,0.25493267,0.46553957,1.828815,-0.7681698,0.23625757,0.17633137
pytest-dev__pytest-7982,0.3346815,0.04724725,0.1946325,0.63562095,0.39230552,-0.011344741,0.2594502,0.52789897,1.6161426,-1.5159193,0.22358952,0.22252025
pytest-dev__pytest-8399,0.62802106,-0.62849563,0.17325303,0.54729044,0.86988455,-0.57418716,0.25142106,0.40490723,1.3379885,-1.4355124,0.21832716,0.32989582
scikit-learn__scikit-learn-10297,0.6633468,-0.6437269,0.18258277,0.5138075,0.76653636,-0.45996353,0.2577943,0.47389907,1.5226737,-1.3598288,0.2372111,0.32094306
scikit-learn__scikit-learn-10844,0.76876366,-1.0227336,0.20758419,0.6787087,0.91872686,-0.8766379,0.26826555,0.6084206,1.5973252,-1.8360257,0.29198113,0.39947495
scikit-learn__scikit-learn-10908,0.5447253,0.31611526,0.18475223,0.37345254,1.3528383,0.3460475,0.24792254,0.18790366,1.3781048,0.17534761,0.18774715,0.2004982
scikit-learn__scikit-learn-11310,0.803182,-0.2995472,0.18387362,0.35229346,0.62446845,0.019187845,0.26881984,0.4570781,1.7171862,-0.8200975,0.2378839,0.19758914
scikit-learn__scikit-learn-11578,0.7697154,-0.98038316,0.16896713,0.4284824,0.5501245,-0.18407491,0.26084998,0.54807776,1.1971312,-1.3283864,0.21603563,0.34137458
scikit-learn__scikit-learn-12585,0.70000595,-0.8629423,0.2064866,0.64631134,0.58404994,-0.6781859,0.2572825,0.601848,1.5172926,-1.8801552,0.25019446,0.40064102
scikit-learn__scikit-learn-12682,0.25084782,0.3211855,0.20270279,0.5655018,0.718529,0.5025447,0.21244624,0.3301006,1.9872266,0.36804426,0.252958,0.14415346
scikit-learn__scikit-learn-12973,0.7518793,-0.106136695,0.17920166,0.28560516,0.57431555,0.2542709,0.20389535,0.35691124,1.1022714,-0.23459758,0.17084676,0.23589239
scikit-learn__scikit-learn-13124,0.66514707,0.41217294,0.17817423,0.26912382,0.3307002,0.46136782,0.18548912,0.5125825,1.0879363,0.4055203,0.15922816,0.21730891
scikit-learn__scikit-learn-13135,0.5803458,0.055471737,0.18515174,0.4158426,0.45374388,0.26909682,0.25573573,0.47913447,1.8551998,-0.7680233,0.22624476,0.17709449
scikit-learn__scikit-learn-13142,0.58704585,0.08286529,0.18613999,0.4383755,0.64425665,0.1615027,0.24792795,0.39295596,1.9784218,-0.54450387,0.25814903,0.16237357
scikit-learn__scikit-learn-13328,0.65937847,-0.44170234,0.1762959,0.4849114,0.9015991,-0.45966512,0.24056055,0.36132854,1.2703052,-1.0222522,0.21331671,0.3033363
scikit-learn__scikit-learn-13439,0.7235756,-0.60629463,0.18991429,0.46445963,0.5757092,-0.15804407,0.26335824,0.56470084,1.4779024,-1.3424418,0.2269589,0.2932003
scikit-learn__scikit-learn-13496,0.6049709,-0.10502334,0.17899466,0.47507194,0.75468993,-0.061760582,0.2540393,0.3664981,1.6959587,-0.93959165,0.21380636,0.22487333
scikit-learn__scikit-learn-13779,0.42122364,-0.08895851,0.19323486,0.5457921,0.60165393,-0.17084084,0.24508663,0.4282815,1.4014826,-1.2388239,0.20740369,0.257608
scikit-learn__scikit-learn-14053,0.44631115,0.135872,0.18516152,0.47596118,0.7353477,-0.057424273,0.24214242,0.34749407,1.632981,-0.8951739,0.20825447,0.20273308
scikit-learn__scikit-learn-14087,0.23487663,0.33335453,0.19476087,0.579603,0.6285782,0.6340952,0.18187514,0.32071558,1.3612155,0.66364694,0.19262108,0.1968549
scikit-learn__scikit-learn-14141,0.5162226,-0.19661763,0.20157851,0.5990866,0.5423224,-0.094051465,0.25698543,0.5816346,1.7033709,-1.7911617,0.25751,0.2770184
scikit-learn__scikit-learn-14496,0.76233566,-0.98543674,0.18526904,0.5672589,0.8221215,-0.7397788,0.2675257,0.4864689,1.3796844,-1.5909522,0.24475588,0.40415344
scikit-learn__scikit-learn-14629,0.72486776,1.0911078,0.16100422,0.42348546,0.83233166,1.3538541,0.20381352,0.37108815,1.2656842,1.3666126,0.22984272,0.31403014
scikit-learn__scikit-learn-14710,0.37470743,-0.010406738,0.17915267,0.53114605,0.13086332,0.3877429,0.18901548,0.6800609,0.89460415,-0.9921135,0.14415589,0.2652438
scikit-learn__scikit-learn-14894,0.73818594,-0.7105177,0.18476859,0.54276675,0.9927587,-0.69061184,0.2733356,0.44250357,1.5227958,-1.3750167,0.27198747,0.31356424
scikit-learn__scikit-learn-14983,0.53574413,0.46111917,0.1713593,0.43890968,0.2935391,0.635059,0.19547498,0.50059223,1.928336,1.113331,0.24215858,0.15316072
scikit-learn__scikit-learn-15100,0.8190115,-0.84295684,0.19472238,0.4203658,0.8072856,-0.45564252,0.26227313,0.43304935,1.3354067,-1.1698642,0.2432453,0.33238557
scikit-learn__scikit-learn-25102,0.7174412,0.78904486,0.16076133,0.3043404,0.1853298,0.5792792,0.17385495,0.6062144,0.7220271,1.2196198,0.14989738,0.3234269
scikit-learn__scikit-learn-25232,0.24160653,0.3197464,0.20228076,0.59582746,1.0128442,-0.09445034,0.23991661,0.22951,1.1231604,-0.3436026,0.18305616,0.2328311
scikit-learn__scikit-learn-25747,0.7885022,1.7210697,0.12562296,0.34811562,0.25581464,0.9800295,0.1781548,0.5722197,0.79407674,1.2722317,0.22196217,0.38581795
scikit-learn__scikit-learn-25931,0.54571533,0.13068745,0.18392333,0.39209858,0.5863471,0.24441843,0.22564341,0.34938356,1.4707682,-0.3657801,0.1918726,0.19023831
scikit-learn__scikit-learn-25973,0.6614957,0.22786324,0.18767071,0.3402954,0.9522278,0.16548008,0.23456933,0.2680103,1.5972822,-0.20363711,0.20869577,0.16474539
scikit-learn__scikit-learn-26194,0.78206795,2.0951176,0.14706385,0.60318017,0.7748877,1.8579079,0.2109144,0.6132254,0.8060429,1.570874,0.28698805,0.60732615
scikit-learn__scikit-learn-26323,0.71692485,-0.11396529,0.18406273,0.33163145,0.7700885,-0.040689804,0.2542403,0.3471493,1.4055356,-0.6952361,0.19954596,0.22226177
scikit-learn__scikit-learn-9288,0.63201165,0.06751544,0.18816769,0.38718712,0.5403815,0.23171002,0.24728271,0.37314916,1.917907,-0.43302646,0.230611,0.16752198
sphinx-doc__sphinx-10323,0.18708204,0.3416561,0.1824834,0.5954016,1.3299531,0.6707834,0.21623808,0.1926991,0.83511156,0.43464473,0.17679235,0.30596843
sphinx-doc__sphinx-10435,0.7008643,1.4009924,0.1849465,0.5977199,1.0813612,1.9325846,0.24328181,0.48024037,1.2223278,1.848086,0.28422928,0.46515056
sphinx-doc__sphinx-10449,0.45973203,0.39027226,0.17416164,0.39099973,0.8176461,0.5112552,0.1882263,0.2943792,1.5356474,0.38027123,0.19330007,0.17570835
sphinx-doc__sphinx-10466,0.6306556,-0.09856983,0.18725523,0.33658272,0.66214055,0.053410772,0.22559234,0.3388695,1.3515041,-0.59400356,0.19325009,0.19409898
sphinx-doc__sphinx-10614,0.7880228,1.9935116,0.15960133,0.6335889,0.87815523,2.1089652,0.21516182,0.6286926,0.7822581,1.533965,0.30194995,0.67922103
sphinx-doc__sphinx-10673,0.5535647,0.36004338,0.17038015,0.3346325,0.7149171,0.4200488,0.2046102,0.29768604,1.4185774,0.22549185,0.18596542,0.1828948
sphinx-doc__sphinx-11445,0.38575113,0.44124866,0.18840726,0.48508558,1.0408465,0.73184717,0.20393562,0.24582162,1.4850198,0.6418734,0.20504877,0.19084026
sphinx-doc__sphinx-11510,0.75816405,2.0070453,0.19562063,0.92586946,0.90892047,2.0977979,0.29952377,0.8252328,1.4036512,2.6166868,0.31416094,0.8052732
sphinx-doc__sphinx-7440,0.6051272,0.075275026,0.1780459,0.35201037,0.99847305,0.06886031,0.22608644,0.24402525,1.1034423,-0.2594882,0.17236489,0.23622672
sphinx-doc__sphinx-7454,0.72462904,0.52789897,0.17510077,0.29446614,0.4288943,0.58229023,0.18680406,0.44122812,1.4411073,0.71114075,0.19970912,0.18408035
sphinx-doc__sphinx-7462,0.8157513,1.9331361,0.20122114,0.9117892,0.9343465,2.176229,0.26466352,0.9049094,1.4246559,2.5113935,0.3089498,0.783625
sphinx-doc__sphinx-7590,0.7308007,1.5661621,0.19008464,0.73794305,0.8144732,1.7840419,0.25116876,0.73931897,1.6075715,2.443278,0.28681868,0.49207267
sphinx-doc__sphinx-7748,0.7894801,2.028603,0.1967948,0.8715232,0.9074232,2.0878804,0.27990016,0.9277908,1.3767841,2.5628843,0.2968299,0.86791766
sphinx-doc__sphinx-7757,0.39615417,0.3812215,0.18124783,0.46139354,0.98508525,0.55510426,0.21577618,0.2375588,1.91927,0.43439072,0.23842321,0.15335344
sphinx-doc__sphinx-7889,0.6948377,0.060958795,0.17235981,0.30383587,0.4627295,0.32487592,0.21085289,0.39752102,1.4251864,-0.2557422,0.18983014,0.18011555
sphinx-doc__sphinx-7910,0.5240233,0.2500465,0.18394215,0.38343203,0.9520478,0.29515243,0.21858287,0.25010008,1.4785775,0.04993999,0.19906822,0.18083672
sphinx-doc__sphinx-7985,0.8232842,1.888343,0.16105679,0.4906848,0.38808772,1.0693315,0.2278763,0.7265885,1.2397358,2.0349064,0.2444088,0.37465787
sphinx-doc__sphinx-8035,0.37129453,0.30579665,0.17925125,0.4590703,1.1022851,0.37516704,0.22175874,0.20896406,1.6127168,0.15103735,0.19971457,0.160692
sphinx-doc__sphinx-8056,0.76381004,1.2607393,0.15344624,0.37427956,1.0604123,1.3258021,0.2091813,0.29223096,0.8984771,1.0133593,0.21286638,0.38727304
sphinx-doc__sphinx-8120,0.39366028,0.27715018,0.18868808,0.5059849,0.9456492,0.2307293,0.2204144,0.23168439,1.4684011,-0.16676871,0.18983346,0.1711103
sphinx-doc__sphinx-8265,0.5268421,0.8142901,0.17938462,0.5541857,0.94668734,1.5067419,0.21058579,0.33773905,1.5850849,1.7127731,0.27477685,0.24923632
sphinx-doc__sphinx-8269,0.61221033,0.12960242,0.17301695,0.34717253,0.55341697,0.2715239,0.21101819,0.38490212,1.1813207,-0.24739239,0.17195289,0.21748924
sphinx-doc__sphinx-8459,0.4176542,0.30542248,0.18721354,0.44349015,0.8496527,0.5127617,0.21017922,0.2854466,1.8543473,0.39740184,0.22736973,0.15289328
sphinx-doc__sphinx-8475,0.78252655,-0.15156424,0.17523438,0.29610124,0.48976895,0.21959783,0.19952784,0.4175595,1.0648727,-0.40694556,0.17283234,0.24533325
sphinx-doc__sphinx-8548,0.63143945,1.0951756,0.16284665,0.50203246,1.1061106,1.6191506,0.23378046,0.3438183,1.3122585,1.5322816,0.25965762,0.32152787
sphinx-doc__sphinx-8551,0.45292202,0.44972333,0.17899364,0.4517006,1.2978536,0.8634538,0.22974125,0.20709854,1.5633283,0.71150357,0.22479676,0.19019103
sphinx-doc__sphinx-8593,0.4143207,0.37251914,0.18559512,0.47486746,1.2046851,0.61788756,0.2239428,0.21442449,1.909883,0.5048302,0.23707,0.15399514
sphinx-doc__sphinx-8595,0.92031324,-0.7394364,0.13552701,0.24325946,0.24414295,0.30301833,0.19299658,0.5688961,0.56304884,-0.27030832,0.1483605,0.40089333
sphinx-doc__sphinx-8621,0.50296944,0.46188435,0.17459047,0.38440448,1.5787464,0.8459723,0.2391317,0.17282069,1.0760366,0.5425629,0.19870248,0.25962165
sphinx-doc__sphinx-8638,0.75056785,1.2485684,0.16580552,0.44141757,1.2803242,1.694058,0.24202129,0.29382738,0.9569296,1.2750474,0.27632922,0.47686368
sphinx-doc__sphinx-8721,0.75681967,-0.60020375,0.17246552,0.34428436,0.9500349,-0.4526501,0.24041018,0.29583403,1.0003982,-0.5744042,0.19818301,0.3108287
sphinx-doc__sphinx-9229,0.80815655,1.9851673,0.1954492,0.94656926,0.9384949,2.2278447,0.2830373,0.8875222,1.4241295,2.4435513,0.3008696,0.7927462
sphinx-doc__sphinx-9230,0.29868,0.4074465,0.19180782,0.57300526,1.0529667,0.95067036,0.2001442,0.2669698,1.8067225,1.0085722,0.24744529,0.15647307
sphinx-doc__sphinx-9258,0.4001808,0.52640104,0.18853398,0.4996295,0.76485616,0.919755,0.20327744,0.3278284,1.6779271,1.1499223,0.22569916,0.17114536
sphinx-doc__sphinx-9281,0.44630498,0.21769388,0.19098847,0.43760458,0.7360734,0.2936016,0.21455793,0.30111763,1.8248932,-0.1006753,0.22697708,0.15362532
sphinx-doc__sphinx-9320,0.8219418,-0.5083173,0.1888079,0.33638647,0.87539965,-0.17893553,0.2707037,0.37282118,1.39535,-0.78669184,0.21563473,0.2557246
sphinx-doc__sphinx-9367,0.7490058,-0.3484565,0.17109631,0.41057956,0.8103517,-0.19604625,0.24762653,0.39801508,1.4320215,-0.8838131,0.22139385,0.2541678
sphinx-doc__sphinx-9461,0.7996448,1.9640415,0.20441458,0.93315375,0.9004957,2.2187114,0.27436045,0.9078658,1.400007,2.422726,0.2960576,0.8278527
sphinx-doc__sphinx-9591,0.68055826,0.75930554,0.1622315,0.35198426,1.003998,1.0324614,0.1878152,0.23040852,0.8122332,0.76597184,0.18868086,0.318664
sphinx-doc__sphinx-9602,0.727327,1.1962019,0.16604096,0.46870992,1.1723176,1.7397246,0.24723735,0.3516653,1.3308729,1.6403512,0.27168497,0.3425839
sphinx-doc__sphinx-9658,0.48889878,0.5073993,0.1678643,0.38600218,0.4476303,0.6471332,0.18980473,0.43484795,2.1564355,1.1964592,0.27942967,0.13835566
sphinx-doc__sphinx-9673,0.27180234,0.36136425,0.18428943,0.4931036,1.4351116,0.3850096,0.26803324,0.16969354,1.7106192,0.19100639,0.20092912,0.16799237
sphinx-doc__sphinx-9698,0.67276883,-0.26718843,0.1799817,0.3583238,0.824144,-0.11824277,0.23404181,0.33126485,1.35309,-0.6436247,0.18902259,0.23528893
sphinx-doc__sphinx-9711,0.8270107,-0.4638513,0.18394148,0.28763133,0.5265208,0.16665094,0.22973734,0.4494429,1.1482188,-0.5156617,0.1861949,0.25860038
sympy__sympy-11618,0.57914567,0.035541557,0.18287048,0.41904742,0.6983783,0.035977125,0.25443283,0.3597527,1.661109,-0.6563232,0.23263635,0.17414865
sympy__sympy-12096,0.71694547,-0.48487908,0.17391235,0.47439703,0.8632467,-0.4411205,0.27016786,0.35990912,1.5435275,-1.1193813,0.23836203,0.2725168
sympy__sympy-12419,0.44731304,0.32911646,0.19567184,0.4470257,0.8687753,0.49138826,0.2206137,0.29005557,2.1595762,0.40124625,0.28540793,0.13860238
sympy__sympy-12481,0.4078645,0.26571432,0.18731694,0.46262875,0.29294246,0.3538765,0.2101894,0.531963,1.5446571,-0.2306439,0.20247686,0.16538498
sympy__sympy-12489,0.6367082,0.8415533,0.17322943,0.43912578,1.36206,1.57764,0.2608833,0.2443818,1.3282404,1.2302231,0.24380592,0.30793658
sympy__sympy-13031,0.6682559,0.77804774,0.15862884,0.32247657,0.71371466,0.9225679,0.19242646,0.29941982,1.0283921,0.94402057,0.19060619,0.2695524
sympy__sympy-13091,0.40046415,0.6318706,0.1738573,0.5319333,1.211576,1.3569187,0.23879795,0.2770837,1.6213841,1.3675582,0.26662263,0.23956846
sympy__sympy-13372,0.58342177,-0.09689588,0.18391976,0.39193684,0.53953606,0.10050855,0.25095183,0.482353,1.5550236,-0.87998956,0.2151683,0.20585194
sympy__sympy-13480,0.7775278,-0.6678631,0.19641024,0.51471764,0.7391488,-0.41164705,0.2567368,0.52108264,1.7015811,-1.5062741,0.28050682,0.3083022
sympy__sympy-13551,0.45796013,0.445947,0.18558103,0.5282153,1.0929986,0.9018326,0.2018819,0.24728943,1.4125865,0.7068813,0.19278714,0.2147149
sympy__sympy-13615,0.51807064,0.5206019,0.17793445,0.39567822,1.3356541,0.86412543,0.2336433,0.18456253,1.6042573,0.7376295,0.2188216,0.19096677
sympy__sympy-13647,0.6008972,-0.032957282,0.17580438,0.45525753,0.44957358,0.17762378,0.25886223,0.48989314,1.8803649,-0.94435287,0.24581142,0.1857926
sympy__sympy-13757,0.62376726,0.44266313,0.18863593,0.36381373,1.0559124,0.5802012,0.21413724,0.250322,1.7888798,0.46844012,0.22262374,0.16936323
sympy__sympy-13798,0.5992471,1.2759,0.16033223,0.53595984,0.8572082,2.0012887,0.17354959,0.441467,0.978763,1.5729449,0.26116058,0.39584446
sympy__sympy-13852,0.773089,1.9585997,0.19844474,0.9329144,0.9264401,2.251811,0.27360827,0.86027825,1.3810072,2.4468668,0.31718007,0.78426564
sympy__sympy-13877,0.8455763,0.81196797,0.17624176,0.2448516,1.0353526,0.8457572,0.19417027,0.2398388,0.13358991,0.3036498,0.15339008,0.72088933
sympy__sympy-13878,0.33027744,0.40542457,0.19245245,0.51526505,0.17239791,0.49377984,0.20942956,0.6413324,1.8834302,0.6304348,0.23577257,0.14222796
sympy__sympy-13974,0.7949765,1.1062009,0.16589269,0.31984445,0.78630835,1.4621589,0.15884188,0.35459733,0.49805182,0.7473733,0.19989483,0.5401212
sympy__sympy-14248,0.7033093,1.4238243,0.15928635,0.5567399,0.47760937,1.1623952,0.24973895,0.6225794,1.5643017,2.281458,0.26315412,0.33840567
sympy__sympy-14531,0.3763325,0.23535852,0.17953616,0.47713962,0.9552151,0.18857627,0.2397697,0.22939892,1.12726,-0.04843523,0.16312996,0.2097216
sympy__sympy-14711,0.7033595,-0.26421112,0.18347362,0.38811278,0.33507153,0.2167973,0.23165238,0.5351432,1.3112375,-0.9383466,0.1921776,0.2657291
sympy__sympy-14976,0.8243158,0.462615,0.17301366,0.2838072,-0.26960546,0.47776106,0.19610749,0.47535598,1.3402908,0.52311265,0.17821604,0.18815175
sympy__sympy-15017,0.4534617,0.45916173,0.1739892,0.42370197,0.11451119,0.5231309,0.1697575,0.61066633,1.2704108,0.9079717,0.1855214,0.18411818
sympy__sympy-15345,0.29234433,0.3851237,0.20674945,0.5797201,0.78080446,0.62221795,0.20818874,0.28998038,1.7279743,0.6245354,0.2221506,0.15633883
sympy__sympy-15349,0.510542,0.10337155,0.1880395,0.40911162,0.9410937,-0.003996803,0.24424978,0.24720019,1.3812724,-0.40674427,0.18784538,0.19682126
sympy__sympy-15599,0.54787064,0.7763442,0.16209783,0.41646254,0.9373069,1.2096167,0.1966855,0.3014412,1.3646531,1.2013931,0.22173856,0.25150594
sympy__sympy-15809,0.32749638,0.27231684,0.19013321,0.5087167,0.4570325,0.29557028,0.19159046,0.44152462,1.3153528,-0.12017786,0.19363421,0.19133721
sympy__sympy-15875,0.5319697,0.32718602,0.17147109,0.3621089,0.50384116,0.49241284,0.1889131,0.35188454,0.9743296,0.26442713,0.16284892,0.23613167
sympy__sympy-15976,0.41789415,0.6269713,0.18029109,0.5116089,1.1473444,1.2818384,0.23599285,0.26131365,1.7259387,1.2854178,0.25942105,0.20498642
sympy__sympy-16450,0.7125986,-0.34969494,0.17961799,0.31980988,0.38422075,0.1948398,0.23930405,0.49693596,1.3513998,-0.71218836,0.18261352,0.2263202
sympy__sympy-16597,0.78737915,2.0274673,0.20026147,1.0291401,0.9125957,2.1192186,0.29474226,0.83442223,1.4247813,2.4860706,0.29910642,0.73994625
sympy__sympy-16766,0.7471106,-1.0047513,0.17133646,0.42045924,0.537979,-0.25744632,0.2501212,0.5054262,1.1533588,-1.1267439,0.21841273,0.33542353
sympy__sympy-16792,0.4528002,0.31370372,0.19203722,0.44944608,0.39478594,0.47027022,0.2182433,0.4921384,2.1875463,0.3542915,0.2753825,0.13739088
sympy__sympy-16886,0.81613255,-0.58817005,0.19240357,0.39105636,0.8611042,-0.32889357,0.26594344,0.37161598,1.5506237,-1.1126868,0.25876972,0.25236812
sympy__sympy-17139,0.42963272,0.25786674,0.19186807,0.4502158,0.7338981,0.29775363,0.21807916,0.31192702,1.4806371,-0.09539608,0.1908416,0.17747495
sympy__sympy-17318,0.8381668,2.042959,0.14061838,0.39462018,0.7014441,1.4048258,0.19952556,0.46679512,0.25474998,0.5533237,0.2082971,0.6683668
sympy__sympy-17630,0.81111544,2.005285,0.20545566,0.9556749,0.9335349,2.265359,0.28783527,0.8852703,1.3891028,2.484514,0.3145724,0.82771075
sympy__sympy-17655,0.7376849,0.09209408,0.19214426,0.28394997,0.2888518,0.36774352,0.20593421,0.51456803,1.3743923,-0.16721089,0.17624392,0.17720246
sympy__sympy-18189,0.383618,0.2635026,0.18943709,0.50857806,0.8741728,0.100057654,0.25700343,0.2668958,1.8676721,-0.4327858,0.23599719,0.14944732
sympy__sympy-18199,0.72453475,1.3895298,0.18845439,0.72149694,0.8079083,1.7475729,0.2716663,0.6118653,1.5654058,2.4907048,0.29702157,0.5019296
sympy__sympy-18211,0.44877,0.45422924,0.18877548,0.4846171,0.69137853,0.6136262,0.19866529,0.3085095,1.4312009,0.5659493,0.19000618,0.18491405
sympy__sympy-18698,0.5606719,0.6453204,0.1753163,0.42373025,0.6978722,0.9280628,0.20178112,0.3578131,1.6789672,1.1890953,0.24331012,0.18911137
sympy__sympy-18763,0.9751991,0.4104798,0.1856812,0.18980063,-0.11941892,0.46584526,0.1798636,0.57376313,-0.028276213,0.24845137,0.13710478,0.7500819
sympy__sympy-19040,0.56202793,0.7370581,0.18814412,0.4592407,1.0710771,1.4552416,0.18927494,0.29662097,1.1791881,1.1594768,0.2241798,0.29202294
sympy__sympy-19346,0.68827105,-0.04653182,0.19149247,0.36358207,0.47022483,0.25128585,0.24884088,0.47366995,1.8094523,-0.67749274,0.23981407,0.16647899
sympy__sympy-19495,0.6179197,0.4098434,0.18022242,0.32427427,0.0029379919,0.43123534,0.1783815,0.6363541,1.1257457,0.39734504,0.16814864,0.19467872
sympy__sympy-19637,0.5198353,-0.11774496,0.20088254,0.49433178,0.6017041,-0.13138728,0.26004267,0.47605032,1.6987131,-1.3159639,0.25343663,0.21927388
sympy__sympy-19783,0.33452523,0.3492272,0.19211364,0.5258193,0.6892015,0.5577747,0.18877013,0.3297003,1.7675029,0.5768482,0.22343276,0.15779655
sympy__sympy-19954,0.57819724,0.07463445,0.17783608,0.42591965,0.5029713,0.2050704,0.2543351,0.4385681,1.8670138,-0.6995419,0.25635204,0.17006312
sympy__sympy-20154,0.5002782,-0.0003883862,0.18512008,0.4379135,0.8948954,-0.10362503,0.24574503,0.27777204,1.396677,-0.66682076,0.19592044,0.21982758
sympy__sympy-20428,0.77921844,2.080659,0.195479,0.9803329,0.9396351,2.1283154,0.26737744,0.82138413,1.4114374,2.6097677,0.30826718,0.82377934
sympy__sympy-20438,0.79102504,2.0977662,0.19734381,0.99431926,0.9007458,2.1568391,0.26932925,0.93932486,1.4722185,2.5180745,0.29937294,0.76612556
sympy__sympy-20590,0.2977192,0.33650538,0.20860577,0.5748062,1.1260254,0.5232742,0.2349762,0.21525037,1.6840814,0.377597,0.22098854,0.16293609
sympy__sympy-20801,0.55397743,0.29389444,0.1778686,0.3508218,0.561511,0.37464267,0.22569478,0.35670894,1.8581786,-0.17691448,0.2161085,0.15318508
sympy__sympy-20916,0.8370468,1.5261223,0.16243102,0.44465598,0.36315614,1.0086241,0.24551283,0.6883753,1.5528319,2.0439997,0.25099432,0.31107548
sympy__sympy-21379,0.49443018,0.43216532,0.15851736,0.40295497,0.8507653,0.82524055,0.18184917,0.25638267,0.8370955,0.5433832,0.17683278,0.2728944
sympy__sympy-21596,0.67596614,1.4694026,0.19019707,0.8133159,0.8527021,1.7696474,0.2524978,0.668252,1.5497525,2.44797,0.3037497,0.48847306
sympy__sympy-21612,0.6372084,1.3435597,0.17154263,0.6228944,1.153401,2.0581925,0.20532744,0.41589323,0.89072126,1.4605281,0.28665102,0.55189395
sympy__sympy-21847,0.4797261,-0.01534877,0.19146259,0.50807697,0.6798856,-0.103219286,0.25923657,0.42598334,1.8814464,-1.0633073,0.27000093,0.19232546
sympy__sympy-21930,0.7932639,2.0887926,0.20843367,0.92555565,0.9258777,2.2057493,0.26697683,0.91849154,1.4175756,2.4438782,0.29737207,0.74473
sympy__sympy-22080,0.7138796,1.3889364,0.18683651,0.6807302,0.8546189,1.7159832,0.25231516,0.56171507,1.644827,2.3270004,0.28942454,0.40959266
sympy__sympy-22456,0.5371216,0.14622925,0.18851449,0.41959602,0.2799689,0.34675804,0.22994305,0.524817,1.6249849,-0.4351479,0.19592649,0.1725606
sympy__sympy-22714,0.5930916,-0.021606054,0.18237174,0.4202043,0.52243835,0.20266593,0.24481098,0.40986305,1.9675996,-0.77749497,0.26825672,0.17401858
sympy__sympy-22914,0.77565193,-0.7666394,0.18558598,0.37621933,0.686022,-0.30687636,0.26157817,0.43188137,1.391509,-0.9808754,0.23125537,0.28718263
sympy__sympy-23262,0.56326514,0.13636433,0.1802449,0.35360232,1.0807952,0.1605469,0.227203,0.2299583,1.4392238,-0.1459075,0.1887121,0.18685329
sympy__sympy-23413,0.69312793,0.90353334,0.17551634,0.40264383,0.82415694,1.1941153,0.21334583,0.3277756,1.6554242,1.4299709,0.27418444,0.21129833
sympy__sympy-23534,0.4040616,0.18330577,0.18816093,0.50071603,0.78025943,0.024772376,0.24103622,0.28994897,1.6080197,-0.5761524,0.22028576,0.17892805
sympy__sympy-23824,0.6003266,-0.14203288,0.19580954,0.38517478,0.8178101,-0.0809585,0.25856492,0.35273194,1.441462,-0.82533,0.19824538,0.22663435
sympy__sympy-23950,0.84398174,-0.023468677,0.18938142,0.24155845,-0.30946457,0.6147885,0.20525455,0.47915846,0.8769933,-0.16116199,0.15378898,0.2483098
sympy__sympy-24066,0.51592445,0.10969932,0.18955088,0.45114237,0.46054086,0.2177292,0.21864593,0.44143006,1.6606089,-0.5569854,0.19445288,0.19188748
sympy__sympy-24213,0.37458757,-0.08149606,0.19045046,0.6414391,0.59203994,-0.37669855,0.25863993,0.5546456,1.5416423,-1.7288829,0.22186264,0.26093093
sympy__sympy-24443,0.6679132,-0.3527121,0.17871726,0.4592839,0.47965908,0.096676394,0.23846267,0.4948167,1.379849,-1.1342453,0.20852731,0.27551445
sympy__sympy-24539,0.87350655,-0.7640675,0.18303475,0.41885492,0.7522803,-0.26905692,0.24460062,0.43723184,1.4019402,-1.0137483,0.23059061,0.28483045
sympy__sympy-24562,0.453688,0.41395652,0.18556523,0.46285444,1.4308864,0.6375801,0.25676858,0.19166394,1.4872857,0.45472464,0.19940624,0.19401099
sympy__sympy-24661,0.5323293,0.081947416,0.18386292,0.40831694,0.61015856,0.16852725,0.24196729,0.36585522,1.6160779,-0.5444619,0.2001768,0.18049082
