,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std
sympy__sympy-19954,1.4905823,-0.51846206,0.22180621,0.19809085,1.5241096,-0.32991078,0.2916408,0.19748867
sympy__sympy-20154,1.1067709,-0.43053463,0.19938378,0.2578903,1.4402225,-0.5213303,0.2712242,0.20016256
sympy__sympy-20428,1.4138976,2.7308738,0.25766355,0.86311793,1.3932307,2.4539635,0.34154278,0.85107946
sympy__sympy-20438,1.4573421,2.6719794,0.2389253,0.84155905,1.3969628,2.4877238,0.33218616,0.7553987
sympy__sympy-20590,0.98194546,0.33621252,0.22730951,0.2706561,2.0333672,0.3920544,0.28041786,0.13679352
sympy__sympy-20801,1.4636784,-0.09164619,0.20429094,0.18529071,1.6229552,-0.0053620418,0.24893536,0.16506186
sympy__sympy-20916,1.5456207,1.9939617,0.19120777,0.30684876,0.9269944,1.5099388,0.25554928,0.4718866
sympy__sympy-21379,0.7506517,0.5393944,0.23022416,0.31899974,0.97340447,0.84911364,0.1750085,0.24930559
sympy__sympy-21596,1.4280134,2.3045695,0.21550754,0.55662835,1.383346,2.0939608,0.33543444,0.5530304
sympy__sympy-21612,1.0731484,1.7743056,0.2207599,0.5164476,1.4202211,2.1256654,0.2767446,0.3644625
sympy__sympy-21847,1.2751037,-0.6980159,0.20536709,0.25240067,1.7995749,-0.72958887,0.33061147,0.18446854
sympy__sympy-21930,1.403237,2.608521,0.22930954,0.7721766,1.3827778,2.490979,0.3316213,0.78074145
sympy__sympy-22080,1.372706,2.0025487,0.2243719,0.4249782,1.5347867,2.1865766,0.3064952,0.40689188
sympy__sympy-22456,1.3851347,-0.36245564,0.20502649,0.19007608,1.2140702,-0.12243482,0.23949723,0.22546533
sympy__sympy-22714,1.5364559,-0.55439323,0.2272399,0.19605894,1.5514423,-0.36016724,0.28022146,0.19399455
sympy__sympy-22914,1.4110285,-1.1788223,0.19785646,0.28186715,1.1375616,-0.71049285,0.27720082,0.3151761
sympy__sympy-23262,1.0975137,-0.08505666,0.20401657,0.23603982,1.6432344,-0.11749947,0.25889567,0.16220464
sympy__sympy-23413,1.3969567,1.226778,0.2233283,0.25667983,1.5370694,1.3841269,0.25362092,0.21036604
sympy__sympy-23534,1.1521242,-0.26691085,0.20731556,0.25009128,1.6804868,-0.45826992,0.28857008,0.16467707
sympy__sympy-23824,1.2634097,-0.70458585,0.19888991,0.24587926,1.4193593,-0.46977416,0.2638991,0.22160697
sympy__sympy-23950,1.4582124,-0.27191144,0.20809197,0.1599085,0.027609551,0.3449571,0.16641653,0.7895408
sympy__sympy-24066,1.3550477,-0.3925554,0.20778441,0.20312414,1.3672212,-0.25329882,0.24315369,0.19294992
sympy__sympy-24213,1.1691335,-1.283802,0.19546762,0.3697891,1.3449355,-1.1304563,0.2935432,0.31278226
sympy__sympy-24443,1.3897293,-1.1371288,0.17246152,0.2644254,0.97079116,-0.34065443,0.25503358,0.33551297
sympy__sympy-24539,1.5388005,-1.3143295,0.18637124,0.2503023,1.108548,-0.56777203,0.28556237,0.34104413
sympy__sympy-24562,0.93784964,0.43996298,0.23076479,0.29450482,2.0386243,0.58830106,0.26642156,0.14223424
sympy__sympy-24661,1.2734135,-0.3861487,0.19898498,0.22313918,1.4411981,-0.32618943,0.26448953,0.17618638
