instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id
matplotlib__matplotlib-24149,2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,3,2,2,2,2026-03-08T00:23:15.369252,claude-opus-4-6,anthropic,matplotlib__matplotlib-24149
django__django-15741,2,4,3,2,2,2,1,5,4,4,1,1,4,1,1,3,2,2,1,2,2026-03-08T00:22:40.313552,claude-opus-4-6,anthropic,django__django-15741
django__django-14500,1,3,5,4,4,4,0,3,2,3,3,2,2,0,3,2,3,1,1,3,2026-03-08T00:22:11.602428,claude-opus-4-6,anthropic,django__django-14500
scikit-learn__scikit-learn-25102,2,4,4,3,3,2,0,4,5,4,3,3,4,1,3,4,3,3,3,4,2026-03-08T00:24:13.023238,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25102
sympy__sympy-20438,1,3,4,4,3,3,0,4,5,4,3,3,4,1,3,4,3,3,4,4,2026-03-08T00:25:11.123658,claude-opus-4-6,anthropic,sympy__sympy-20438
sympy__sympy-16766,3,5,3,1,1,1,1,4,5,5,1,1,5,1,1,1,1,1,1,2,2026-03-08T00:25:00.878461,claude-opus-4-6,anthropic,sympy__sympy-16766
django__django-13512,2,4,3,2,2,2,1,3,3,4,1,1,3,1,2,3,2,3,1,2,2026-03-08T00:21:49.021219,claude-opus-4-6,anthropic,django__django-13512
astropy__astropy-7606,2,5,3,2,1,1,1,5,5,5,1,1,5,1,1,3,2,3,2,3,2026-03-08T00:20:49.736012,claude-opus-4-6,anthropic,astropy__astropy-7606
sympy__sympy-14976,1,4,4,3,3,3,0,4,5,4,2,1,4,1,2,2,2,1,2,2,2026-03-08T00:24:54.333713,claude-opus-4-6,anthropic,sympy__sympy-14976
django__django-14238,3,5,4,2,3,2,1,5,5,5,1,1,5,1,2,4,3,3,1,3,2026-03-08T00:22:08.102603,claude-opus-4-6,anthropic,django__django-14238
django__django-10914,3,4,3,2,2,3,1,3,3,4,2,2,4,1,4,1,1,1,1,2,2026-03-08T00:21:00.093044,claude-opus-4-6,anthropic,django__django-10914
django__django-14404,3,5,3,2,2,3,1,4,2,5,1,1,4,1,2,3,3,3,1,2,2026-03-08T00:22:10.162076,claude-opus-4-6,anthropic,django__django-14404
psf__requests-6028,1,3,5,4,4,4,0,3,3,4,3,1,3,1,2,2,1,2,2,2,2026-03-08T00:23:32.058822,claude-opus-4-6,anthropic,psf__requests-6028
django__django-13569,3,5,4,3,3,3,0,5,5,5,2,1,5,1,2,2,3,1,1,3,2026-03-08T00:21:55.116516,claude-opus-4-6,anthropic,django__django-13569
pylint-dev__pylint-4970,2,4,4,2,2,3,1,4,3,5,2,1,3,1,2,2,3,2,1,1,2026-03-08T00:23:45.886154,claude-opus-4-6,anthropic,pylint-dev__pylint-4970
matplotlib__matplotlib-24870,3,5,3,2,2,2,1,4,5,5,1,1,4,1,3,4,3,3,3,4,2026-03-08T00:23:18.877358,claude-opus-4-6,anthropic,matplotlib__matplotlib-24870
matplotlib__matplotlib-25332,1,4,4,3,3,2,1,4,5,4,2,1,4,1,2,2,3,1,3,2,2026-03-08T00:23:21.440211,claude-opus-4-6,anthropic,matplotlib__matplotlib-25332
sphinx-doc__sphinx-8595,1,5,4,2,2,2,1,4,5,5,2,1,5,1,3,2,3,2,1,2,2026-03-08T00:24:32.412126,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8595
scikit-learn__scikit-learn-12973,3,5,3,2,1,2,1,4,4,5,1,1,5,1,3,4,2,3,2,2,2026-03-08T00:24:05.029014,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-12973
django__django-17087,2,5,4,3,3,3,0,5,5,5,3,2,4,1,3,2,2,1,1,2,2026-03-08T00:23:05.434778,claude-opus-4-6,anthropic,django__django-17087
django__django-14351,1,3,5,4,4,4,0,5,4,4,4,3,4,1,3,1,2,1,3,4,2026-03-08T00:22:10.332805,claude-opus-4-6,anthropic,django__django-14351
sympy__sympy-19954,1,4,4,3,3,2,0,5,5,3,3,1,5,1,2,2,2,2,3,3,2026-03-08T00:25:10.299302,claude-opus-4-6,anthropic,sympy__sympy-19954
django__django-16100,2,3,4,3,2,3,1,2,1,4,1,1,2,1,2,3,4,3,1,2,2026-03-08T00:22:48.948965,claude-opus-4-6,anthropic,django__django-16100
django__django-12143,3,5,2,1,1,2,1,4,3,5,1,1,5,1,1,2,3,2,1,1,2026-03-08T00:21:25.670197,claude-opus-4-6,anthropic,django__django-12143
django__django-16950,1,4,4,4,3,4,0,4,4,4,3,2,4,1,3,3,3,2,3,4,2026-03-08T00:23:03.089298,claude-opus-4-6,anthropic,django__django-16950
sphinx-doc__sphinx-10323,2,4,4,3,3,3,0,4,5,5,2,1,5,1,3,2,3,1,1,2,2026-03-08T00:24:17.354206,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10323
django__django-12155,3,5,3,2,1,2,1,4,4,5,1,1,5,1,2,2,3,2,2,3,2026-03-08T00:21:24.386293,claude-opus-4-6,anthropic,django__django-12155
django__django-16116,2,4,4,2,2,3,1,4,3,5,1,1,4,1,3,2,3,1,1,2,2026-03-08T00:22:49.086469,claude-opus-4-6,anthropic,django__django-16116
django__django-13590,3,5,3,2,2,2,1,5,3,5,1,1,4,1,1,1,2,1,2,2,2026-03-08T00:21:56.036458,claude-opus-4-6,anthropic,django__django-13590
django__django-17029,3,5,3,1,1,2,1,4,3,5,1,1,5,1,1,2,2,1,1,1,2026-03-08T00:23:02.928316,claude-opus-4-6,anthropic,django__django-17029
sympy__sympy-22080,1,4,4,4,3,2,0,5,5,4,3,2,4,1,2,4,2,3,3,4,2026-03-08T00:25:14.832937,claude-opus-4-6,anthropic,sympy__sympy-22080
django__django-15278,1,4,4,4,3,3,0,5,4,4,3,2,4,1,2,2,3,1,2,3,2026-03-08T00:22:29.951798,claude-opus-4-6,anthropic,django__django-15278
django__django-16454,2,5,4,3,3,2,0,5,5,5,2,1,5,1,2,3,3,3,3,3,2026-03-08T00:22:52.623184,claude-opus-4-6,anthropic,django__django-16454
django__django-13343,2,5,4,3,3,3,1,4,3,5,2,1,4,1,2,2,2,1,2,2,2026-03-08T00:21:57.048567,claude-opus-4-6,anthropic,django__django-13343
django__django-16136,1,5,4,3,3,3,0,5,5,4,2,1,5,1,2,3,3,3,2,3,2026-03-08T00:22:49.165286,claude-opus-4-6,anthropic,django__django-16136
django__django-13158,1,4,4,4,3,3,0,4,4,4,3,2,3,0,2,2,2,2,3,3,2026-03-08T00:21:44.964953,claude-opus-4-6,anthropic,django__django-13158
pylint-dev__pylint-8898,2,5,3,3,3,2,0,5,5,3,2,1,5,1,3,3,3,3,3,3,2026-03-08T00:23:49.468902,claude-opus-4-6,anthropic,pylint-dev__pylint-8898
sympy__sympy-24066,1,5,4,3,3,2,0,5,5,4,3,1,4,1,2,2,3,2,2,3,2026-03-08T00:25:21.283026,claude-opus-4-6,anthropic,sympy__sympy-24066
django__django-14672,3,5,4,2,2,2,1,5,5,5,1,1,5,1,1,3,3,2,1,2,2026-03-08T00:22:18.633731,claude-opus-4-6,anthropic,django__django-14672
sympy__sympy-23824,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,3,3,2,1,3,2026-03-08T00:25:18.153814,claude-opus-4-6,anthropic,sympy__sympy-23824
django__django-13363,3,5,4,2,1,3,1,4,4,5,1,1,5,1,2,3,3,2,1,2,2026-03-08T00:21:47.606225,claude-opus-4-6,anthropic,django__django-13363
scikit-learn__scikit-learn-14983,1,5,3,2,1,1,1,5,5,5,1,1,5,1,1,3,2,1,2,3,2026-03-08T00:24:11.497055,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14983
sphinx-doc__sphinx-7590,1,4,5,3,4,3,0,5,4,3,3,1,4,1,2,5,3,4,4,4,2026-03-08T00:24:22.901498,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7590
matplotlib__matplotlib-14623,0,4,4,3,3,2,0,4,5,5,3,2,4,1,3,2,2,1,3,4,2026-03-08T00:23:08.857313,claude-opus-4-6,anthropic,matplotlib__matplotlib-14623
django__django-16527,3,5,3,1,1,2,1,4,3,5,1,1,5,1,2,3,4,3,1,1,2026-03-08T00:22:54.533547,claude-opus-4-6,anthropic,django__django-16527
django__django-16032,1,4,4,4,3,2,0,5,5,4,3,2,4,1,2,3,3,2,3,4,2026-03-08T00:22:43.592387,claude-opus-4-6,anthropic,django__django-16032
pydata__xarray-2905,2,5,4,3,3,2,0,4,5,4,1,1,5,1,3,2,3,2,1,3,2026-03-08T00:23:34.333564,claude-opus-4-6,anthropic,pydata__xarray-2905
django__django-12708,1,4,4,3,3,4,0,4,4,3,3,2,4,1,3,3,4,2,1,3,2026-03-08T00:21:33.431726,claude-opus-4-6,anthropic,django__django-12708
django__django-15022,2,4,4,4,3,4,0,3,4,3,3,2,4,1,3,4,4,4,2,3,2026-03-08T00:22:22.407568,claude-opus-4-6,anthropic,django__django-15022
sympy__sympy-17655,1,5,4,3,2,2,1,5,5,4,2,1,5,1,2,2,2,2,1,1,2026-03-08T00:25:03.721952,claude-opus-4-6,anthropic,sympy__sympy-17655
sphinx-doc__sphinx-9367,2,5,3,2,2,1,1,5,5,5,1,1,5,1,1,1,1,2,2,1,2026-03-08T00:24:43.481861,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9367
pylint-dev__pylint-7080,1,4,4,3,2,3,0,4,4,5,2,1,5,1,2,2,3,2,1,2,2026-03-08T00:23:48.203610,claude-opus-4-6,anthropic,pylint-dev__pylint-7080
astropy__astropy-8707,2,4,3,2,2,2,1,3,3,4,2,2,3,1,2,3,3,2,3,3,2026-03-08T00:20:59.558046,claude-opus-4-6,anthropic,astropy__astropy-8707
django__django-11734,1,4,5,4,3,3,0,5,5,4,4,2,4,0,3,2,3,2,4,4,2026-03-08T00:21:16.181244,claude-opus-4-6,anthropic,django__django-11734
pydata__xarray-4687,2,5,3,2,1,2,1,4,5,4,2,1,5,1,3,2,2,1,2,3,2026-03-08T00:23:40.434472,claude-opus-4-6,anthropic,pydata__xarray-4687
astropy__astropy-7671,2,5,2,2,1,2,1,5,5,5,1,1,5,1,2,2,3,2,2,2,2026-03-08T00:20:49.910266,claude-opus-4-6,anthropic,astropy__astropy-7671
django__django-11276,3,5,2,1,1,2,1,4,4,5,1,2,5,1,3,4,3,3,2,3,2026-03-08T00:21:11.408518,claude-opus-4-6,anthropic,django__django-11276
pallets__flask-5014,3,5,3,1,1,1,1,4,3,5,1,1,4,1,2,1,1,2,1,1,2026-03-08T00:23:26.896148,claude-opus-4-6,anthropic,pallets__flask-5014
django__django-11333,3,5,4,2,2,3,1,4,3,5,1,1,5,1,2,2,2,2,2,3,2026-03-08T00:21:12.327134,claude-opus-4-6,anthropic,django__django-11333
django__django-11299,2,5,4,4,3,3,0,5,5,5,3,2,5,1,2,3,3,3,1,4,2026-03-08T00:21:12.809480,claude-opus-4-6,anthropic,django__django-11299
django__django-16819,1,2,4,3,2,3,1,2,1,3,3,2,1,1,2,1,2,1,1,2,2026-03-08T00:23:02.264115,claude-opus-4-6,anthropic,django__django-16819
pydata__xarray-4629,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,1,1,1,1,1,2026-03-08T00:23:37.315878,claude-opus-4-6,anthropic,pydata__xarray-4629
django__django-11149,1,4,4,3,3,3,0,4,4,4,3,2,4,1,2,4,4,3,3,3,2026-03-08T00:21:03.019690,claude-opus-4-6,anthropic,django__django-11149
django__django-14170,2,5,4,3,3,3,0,5,5,4,2,2,5,1,2,4,3,4,3,3,2026-03-08T00:22:07.555840,claude-opus-4-6,anthropic,django__django-14170
pytest-dev__pytest-7521,1,5,4,3,3,2,0,5,5,5,2,1,5,1,2,4,2,3,1,2,2026-03-08T00:23:58.178258,claude-opus-4-6,anthropic,pytest-dev__pytest-7521
django__django-13089,3,5,3,2,1,3,1,5,2,4,1,1,4,1,1,2,3,2,1,2,2026-03-08T00:21:37.961395,claude-opus-4-6,anthropic,django__django-13089
django__django-13820,3,5,4,2,3,3,0,4,3,5,1,1,5,1,2,2,4,2,2,2,2026-03-08T00:21:58.379046,claude-opus-4-6,anthropic,django__django-13820
django__django-13344,1,4,4,4,3,4,0,4,4,5,3,2,4,1,2,4,3,3,3,4,2026-03-08T00:21:47.064080,claude-opus-4-6,anthropic,django__django-13344
scikit-learn__scikit-learn-10908,2,5,3,2,1,2,1,5,5,4,1,1,5,1,2,3,2,3,1,2,2026-03-08T00:24:01.370958,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10908
django__django-11400,2,4,4,2,2,3,1,4,3,4,1,1,4,1,2,4,4,3,3,3,2026-03-08T00:21:12.233392,claude-opus-4-6,anthropic,django__django-11400
django__django-13128,1,4,4,4,3,3,0,5,5,3,3,2,3,1,3,5,3,4,4,4,2026-03-08T00:21:45.538106,claude-opus-4-6,anthropic,django__django-13128
django__django-15382,1,4,5,4,3,3,0,4,5,3,4,2,3,1,3,2,2,2,2,3,2026-03-08T00:22:33.564422,claude-opus-4-6,anthropic,django__django-15382
sympy__sympy-12489,2,4,4,3,3,3,1,4,3,4,2,2,4,1,3,5,4,4,3,3,2026-03-08T00:24:43.757798,claude-opus-4-6,anthropic,sympy__sympy-12489
astropy__astropy-8872,0,5,4,3,3,2,0,4,5,5,2,1,4,1,2,2,2,2,2,3,2026-03-08T00:21:02.840774,claude-opus-4-6,anthropic,astropy__astropy-8872
astropy__astropy-14365,2,5,3,2,1,2,1,5,5,4,1,1,5,1,1,3,3,2,1,2,2026-03-08T00:20:49.788856,claude-opus-4-6,anthropic,astropy__astropy-14365
django__django-11292,2,4,4,2,2,2,1,3,3,4,1,1,3,1,2,2,3,1,2,3,2026-03-08T00:21:11.933312,claude-opus-4-6,anthropic,django__django-11292
sympy__sympy-18211,2,4,4,3,2,2,1,4,5,5,2,2,4,1,3,2,2,2,1,2,2026-03-08T00:25:04.232528,claude-opus-4-6,anthropic,sympy__sympy-18211
django__django-15814,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,1,2,1,1,3,2026-03-08T00:22:42.139831,claude-opus-4-6,anthropic,django__django-15814
django__django-12406,2,5,4,3,2,3,1,5,5,4,3,2,4,1,3,4,3,3,3,4,2026-03-08T00:21:35.791984,claude-opus-4-6,anthropic,django__django-12406
astropy__astropy-13398,3,4,5,4,4,4,0,3,4,4,3,3,5,0,4,4,4,3,4,4,2026-03-08T00:20:50.433993,claude-opus-4-6,anthropic,astropy__astropy-13398
sympy__sympy-23950,1,4,4,3,3,2,0,5,5,3,2,2,4,1,2,3,2,2,1,2,2026-03-08T00:25:21.297889,claude-opus-4-6,anthropic,sympy__sympy-23950
sphinx-doc__sphinx-9229,0,4,4,4,3,4,0,4,5,4,4,2,5,1,3,2,3,1,3,4,2026-03-08T00:24:33.463009,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9229
psf__requests-5414,2,5,3,2,1,2,1,5,5,5,1,1,5,1,1,2,2,2,1,2,2026-03-08T00:23:34.041986,claude-opus-4-6,anthropic,psf__requests-5414
psf__requests-1142,1,3,4,3,2,3,1,3,3,4,2,1,3,1,3,2,1,2,2,2,2026-03-08T00:23:27.590743,claude-opus-4-6,anthropic,psf__requests-1142
sphinx-doc__sphinx-9602,1,4,4,3,3,3,0,4,5,4,3,2,5,1,2,3,4,3,3,4,2026-03-08T00:24:41.137145,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9602
matplotlib__matplotlib-25122,3,5,3,1,1,1,1,5,5,5,1,1,5,1,2,3,3,2,1,2,2026-03-08T00:23:26.197626,claude-opus-4-6,anthropic,matplotlib__matplotlib-25122
django__django-14053,1,5,4,3,3,3,0,5,5,5,2,1,5,1,3,2,2,1,3,3,2026-03-08T00:22:06.553123,claude-opus-4-6,anthropic,django__django-14053
django__django-12304,3,5,3,1,1,2,1,4,4,5,1,1,4,1,2,2,2,1,1,2,2026-03-08T00:21:28.777803,claude-opus-4-6,anthropic,django__django-12304
django__django-12754,2,5,4,3,3,3,0,5,5,5,3,2,4,1,3,2,3,1,3,4,2026-03-08T00:21:34.998920,claude-opus-4-6,anthropic,django__django-12754
sphinx-doc__sphinx-7889,1,4,4,2,3,3,0,4,5,3,2,1,4,1,1,2,2,2,1,1,2026-03-08T00:24:25.709985,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7889
django__django-11206,2,5,3,3,3,2,0,5,5,5,2,1,5,1,2,2,2,2,2,2,2026-03-08T00:21:04.455137,claude-opus-4-6,anthropic,django__django-11206
sphinx-doc__sphinx-8551,1,5,4,3,3,3,0,5,5,4,3,2,5,1,2,3,4,2,2,3,2026-03-08T00:24:31.820899,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8551
django__django-13112,1,4,4,3,3,3,0,5,4,4,3,2,4,1,2,3,3,2,2,3,2026-03-08T00:21:37.841779,claude-opus-4-6,anthropic,django__django-13112
sympy__sympy-24539,2,5,3,2,1,1,1,5,5,4,1,1,5,1,1,3,2,2,1,1,2026-03-08T00:25:26.057580,claude-opus-4-6,anthropic,sympy__sympy-24539
django__django-16255,3,5,3,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,1,1,2026-03-08T00:22:51.086004,claude-opus-4-6,anthropic,django__django-16255
django__django-14792,2,4,4,3,3,3,0,5,4,5,2,2,5,1,3,4,2,3,2,3,2026-03-08T00:22:19.360442,claude-opus-4-6,anthropic,django__django-14792
matplotlib__matplotlib-24637,2,5,4,2,2,3,1,4,5,4,2,1,5,1,1,2,3,1,1,2,2026-03-08T00:23:16.196871,claude-opus-4-6,anthropic,matplotlib__matplotlib-24637
pydata__xarray-4966,3,5,4,3,3,3,1,5,5,5,2,1,5,1,3,4,3,3,2,2,2026-03-08T00:23:38.446936,claude-opus-4-6,anthropic,pydata__xarray-4966
pydata__xarray-6721,2,4,4,3,3,3,0,5,4,3,2,2,5,1,2,2,3,2,1,3,2026-03-08T00:23:43.273384,claude-opus-4-6,anthropic,pydata__xarray-6721
django__django-13807,3,5,3,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,2,2,2026-03-08T00:21:57.644755,claude-opus-4-6,anthropic,django__django-13807
matplotlib__matplotlib-26466,2,5,3,2,1,2,1,4,5,5,1,1,5,1,2,2,3,2,2,3,2026-03-08T00:23:29.199563,claude-opus-4-6,anthropic,matplotlib__matplotlib-26466
matplotlib__matplotlib-20859,3,5,3,1,1,1,1,5,5,5,1,1,5,1,2,1,2,1,1,2,2026-03-08T00:23:10.432618,claude-opus-4-6,anthropic,matplotlib__matplotlib-20859
sphinx-doc__sphinx-8269,2,5,3,2,2,3,1,5,5,5,2,1,5,1,2,2,4,2,1,2,2026-03-08T00:24:38.515621,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8269
astropy__astropy-13033,1,5,3,2,2,2,1,5,5,3,2,1,5,1,1,2,3,2,2,2,2026-03-08T00:20:54.482371,claude-opus-4-6,anthropic,astropy__astropy-13033
django__django-16263,2,4,5,4,3,4,0,3,4,4,4,3,3,0,3,3,3,3,5,5,2026-03-08T00:22:52.253279,claude-opus-4-6,anthropic,django__django-16263
django__django-11119,3,5,4,2,1,2,1,4,3,5,1,1,4,1,2,1,1,1,1,2,2026-03-08T00:21:01.228556,claude-opus-4-6,anthropic,django__django-11119
pydata__xarray-7393,1,5,4,3,3,2,0,4,5,5,3,2,5,1,3,2,2,2,2,3,2026-03-08T00:23:44.897675,claude-opus-4-6,anthropic,pydata__xarray-7393
mwaskom__seaborn-3187,3,5,4,2,3,3,0,4,5,4,2,1,5,1,2,2,2,1,2,3,2026-03-08T00:23:28.020656,claude-opus-4-6,anthropic,mwaskom__seaborn-3187
pytest-dev__pytest-5262,2,5,3,2,2,2,1,5,5,4,1,1,5,1,2,1,1,1,1,2,2026-03-08T00:23:51.850091,claude-opus-4-6,anthropic,pytest-dev__pytest-5262
pytest-dev__pytest-7571,1,5,4,3,2,2,1,4,5,5,2,1,4,1,2,3,3,3,2,3,2026-03-08T00:23:58.745784,claude-opus-4-6,anthropic,pytest-dev__pytest-7571
astropy__astropy-14369,1,5,4,3,3,2,0,5,5,4,3,1,5,1,2,3,2,3,2,3,2026-03-08T00:20:52.107698,claude-opus-4-6,anthropic,astropy__astropy-14369
sphinx-doc__sphinx-8475,3,5,3,1,1,3,1,4,4,5,1,1,4,1,1,2,4,2,1,2,2026-03-08T00:24:29.651559,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8475
django__django-15731,3,5,3,1,1,2,1,5,5,5,1,1,5,1,2,2,1,1,1,2,2026-03-08T00:22:41.597531,claude-opus-4-6,anthropic,django__django-15731
pytest-dev__pytest-5809,3,5,2,1,1,2,1,4,4,5,1,1,5,1,1,2,3,1,1,1,2026-03-08T00:23:54.509883,claude-opus-4-6,anthropic,pytest-dev__pytest-5809
django__django-12774,2,5,4,3,2,2,1,5,5,4,1,1,5,1,2,4,3,4,2,3,2026-03-08T00:21:34.646851,claude-opus-4-6,anthropic,django__django-12774
scikit-learn__scikit-learn-13328,2,5,3,2,1,2,1,5,5,5,1,1,5,1,1,1,1,1,1,1,2026-03-08T00:24:07.184908,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13328
sympy__sympy-19637,1,4,3,3,2,2,1,5,5,3,2,1,4,1,1,2,2,2,2,2,2026-03-08T00:25:07.906812,claude-opus-4-6,anthropic,sympy__sympy-19637
django__django-14376,3,5,3,1,1,2,1,4,4,5,1,1,5,1,2,4,3,3,2,2,2026-03-08T00:22:08.662653,claude-opus-4-6,anthropic,django__django-14376
scikit-learn__scikit-learn-14496,3,5,2,1,1,2,1,5,4,5,1,1,5,1,1,2,3,2,2,2,2026-03-08T00:24:11.250990,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14496
django__django-12308,3,5,4,2,2,2,1,4,3,5,1,1,4,1,2,4,2,4,2,3,2026-03-08T00:21:34.215339,claude-opus-4-6,anthropic,django__django-12308
sympy__sympy-24562,1,4,4,3,2,2,0,4,5,5,2,1,4,1,2,3,2,3,3,3,2026-03-08T00:25:23.880463,claude-opus-4-6,anthropic,sympy__sympy-24562
astropy__astropy-12907,0,5,4,4,3,2,0,4,5,5,3,1,4,1,2,4,3,4,1,3,2026-03-08T00:20:49.996845,claude-opus-4-6,anthropic,astropy__astropy-12907
pydata__xarray-4356,3,5,3,2,2,2,1,4,5,4,1,1,5,1,2,4,3,3,1,2,2026-03-08T00:23:36.025057,claude-opus-4-6,anthropic,pydata__xarray-4356
django__django-11820,2,4,4,3,2,2,0,5,4,4,2,1,4,1,2,3,2,3,3,3,2026-03-08T00:21:21.930611,claude-opus-4-6,anthropic,django__django-11820
django__django-15863,2,5,3,2,2,2,1,5,5,5,1,1,5,1,2,2,1,2,1,2,2026-03-08T00:22:41.903574,claude-opus-4-6,anthropic,django__django-15863
django__django-14771,2,4,4,3,3,3,1,4,5,4,2,1,4,1,2,3,4,2,2,2,2026-03-08T00:22:19.852451,claude-opus-4-6,anthropic,django__django-14771
django__django-11066,3,5,3,2,2,3,1,5,3,5,1,1,5,1,1,3,4,2,1,3,2026-03-08T00:20:59.946367,claude-opus-4-6,anthropic,django__django-11066
pydata__xarray-3305,1,5,3,2,1,1,1,4,5,5,2,1,5,1,2,3,3,2,2,3,2026-03-08T00:23:36.286515,claude-opus-4-6,anthropic,pydata__xarray-3305
matplotlib__matplotlib-23412,1,4,4,3,3,3,0,4,5,5,2,1,5,1,2,2,3,1,1,2,2026-03-08T00:23:14.782476,claude-opus-4-6,anthropic,matplotlib__matplotlib-23412
scikit-learn__scikit-learn-14087,1,5,4,3,3,2,0,5,5,3,2,1,5,1,2,4,3,3,3,3,2026-03-08T00:24:08.892974,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14087
django__django-15930,1,4,4,4,3,3,0,5,5,4,3,2,4,1,2,2,2,2,2,3,2026-03-08T00:22:45.855636,claude-opus-4-6,anthropic,django__django-15930
django__django-12125,1,5,4,3,3,3,0,5,5,5,2,1,4,1,2,3,3,2,1,2,2026-03-08T00:21:23.889955,claude-opus-4-6,anthropic,django__django-12125
scikit-learn__scikit-learn-15100,2,5,3,2,2,2,1,5,5,5,1,1,5,1,2,4,2,4,2,1,2026-03-08T00:24:11.970286,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-15100
sphinx-doc__sphinx-8265,1,5,4,3,3,3,0,4,4,5,3,2,4,1,2,1,1,1,3,3,2026-03-08T00:24:29.711211,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8265
django__django-11532,3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,2,4,2,2,3,2026-03-08T00:21:12.662991,claude-opus-4-6,anthropic,django__django-11532
django__django-11477,0,2,4,4,3,3,0,2,2,3,3,1,2,1,2,4,3,3,1,3,2026-03-08T00:21:12.270531,claude-opus-4-6,anthropic,django__django-11477
django__django-9296,3,5,2,1,1,1,1,4,4,5,1,1,5,1,2,2,3,1,1,1,2026-03-08T00:23:06.056187,claude-opus-4-6,anthropic,django__django-9296
sphinx-doc__sphinx-8459,1,5,4,3,3,3,0,4,5,5,3,2,5,1,2,2,3,1,1,3,2026-03-08T00:24:30.530315,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8459
sympy__sympy-14711,2,5,3,2,2,2,1,5,5,3,1,1,4,1,2,1,1,2,1,1,2026-03-08T00:24:55.290326,claude-opus-4-6,anthropic,sympy__sympy-14711
sympy__sympy-18698,1,4,4,4,3,2,0,4,5,4,3,1,3,1,3,2,2,2,3,3,2026-03-08T00:25:04.233030,claude-opus-4-6,anthropic,sympy__sympy-18698
django__django-16560,2,4,3,2,2,2,1,3,3,4,1,3,3,1,2,5,3,4,2,3,2026-03-08T00:22:55.898872,claude-opus-4-6,anthropic,django__django-16560
scikit-learn__scikit-learn-26323,2,5,4,3,3,2,0,4,5,5,2,1,5,1,2,3,3,2,1,2,2026-03-08T00:24:18.986940,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-26323
django__django-11163,3,5,3,2,1,2,1,5,4,5,1,1,5,1,3,4,2,3,1,2,2026-03-08T00:21:02.586950,claude-opus-4-6,anthropic,django__django-11163
scikit-learn__scikit-learn-14710,3,5,4,2,2,2,1,5,5,4,1,1,5,1,2,2,1,2,2,3,2026-03-08T00:24:11.697304,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14710
django__django-13670,2,5,3,2,2,2,1,5,5,5,1,1,5,1,2,3,2,3,1,1,2026-03-08T00:21:56.196457,claude-opus-4-6,anthropic,django__django-13670
django__django-13109,3,5,4,2,2,2,1,4,5,5,1,1,5,1,3,4,3,3,1,3,2026-03-08T00:21:39.487298,claude-opus-4-6,anthropic,django__django-13109
astropy__astropy-14539,1,5,4,3,3,2,0,4,5,5,3,2,5,1,2,3,3,2,1,2,2026-03-08T00:20:50.465981,claude-opus-4-6,anthropic,astropy__astropy-14539
sphinx-doc__sphinx-9658,1,4,4,3,3,3,0,4,4,5,3,2,4,1,2,2,3,1,2,3,2026-03-08T00:24:43.083887,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9658
django__django-15161,3,4,4,2,2,2,1,3,3,4,2,2,3,1,2,3,3,3,1,2,2026-03-08T00:22:27.768673,claude-opus-4-6,anthropic,django__django-15161
sympy__sympy-13647,1,5,4,3,2,2,0,4,5,4,2,1,5,1,2,2,2,2,1,2,2026-03-08T00:24:50.134983,claude-opus-4-6,anthropic,sympy__sympy-13647
