,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std,a3,b3,a3_std,b3_std
pytest-dev__pytest-7236,0.7667779,0.09756225,0.18299109,0.3028577,1.2977157,-0.005390509,0.22189298,0.20070794,0.922153,-0.016844124,0.17863107,0.29657096
pytest-dev__pytest-7324,0.74098426,0.5552564,0.19126613,0.35011888,1.6732928,0.94354534,0.22982238,0.17103323,0.9803803,0.6532282,0.2283803,0.29922733
pytest-dev__pytest-7432,0.98902714,-0.16025075,0.18095696,0.2549717,1.0946081,-0.11670691,0.2257995,0.23800366,0.9355189,-0.2384537,0.19678715,0.28107125
pytest-dev__pytest-7490,0.9287743,0.30178997,0.18244597,0.27549127,0.98752373,0.40578738,0.19869743,0.23701845,1.220585,0.30602857,0.20190421,0.2144309
pytest-dev__pytest-7521,0.7489245,0.07027154,0.19460984,0.32196343,1.3915917,-0.011351373,0.23378931,0.19560733,1.133171,-0.15240164,0.19337982,0.23779973
pytest-dev__pytest-7571,0.88241667,-0.29722813,0.17647952,0.33079976,1.0402414,-0.28006303,0.25113404,0.27986577,1.4271754,-0.5850593,0.2248357,0.2136841
pytest-dev__pytest-7982,0.5850346,-0.5130639,0.20314278,0.4909192,0.933595,-0.64650923,0.2676661,0.35890457,1.2622854,-1.2742286,0.22732797,0.31906748
pytest-dev__pytest-8399,1.0016708,-1.314609,0.16527945,0.4517432,1.1212256,-0.875903,0.3076799,0.34915057,0.75400275,-0.77705765,0.2354274,0.49957946
scikit-learn__scikit-learn-10297,1.0014094,-1.0612231,0.17577755,0.40352368,0.8762292,-0.6221356,0.28371662,0.42318106,1.2183522,-1.2234335,0.23874491,0.3524583
scikit-learn__scikit-learn-10844,1.1025097,-1.6191137,0.2046797,0.5196999,0.9839682,-0.9777981,0.30828533,0.5230036,1.176145,-1.4314846,0.25380602,0.47794074
scikit-learn__scikit-learn-10908,0.93964666,0.17857039,0.18851452,0.25663158,1.613622,0.19327644,0.23954344,0.1576388,0.65442693,0.1793445,0.1794565,0.3207507
scikit-learn__scikit-learn-11310,1.0688652,-0.58497316,0.17667414,0.30229312,0.90233266,-0.30098078,0.26707006,0.34740022,1.3856779,-0.7041452,0.22182123,0.24375884
scikit-learn__scikit-learn-11578,1.0216565,-1.428697,0.15627635,0.38486475,0.4683023,-0.23060377,0.2683201,0.5860791,0.9867274,-1.0995462,0.21478353,0.4267659
scikit-learn__scikit-learn-12585,1.0011477,-1.5813922,0.17015353,0.5518408,0.6806245,-0.6581461,0.28552556,0.62789315,1.2297688,-1.7100911,0.24949236,0.48725754
scikit-learn__scikit-learn-12682,0.6753508,0.29337323,0.19620198,0.36242002,1.4316968,0.37467328,0.23190089,0.18606007,1.3664503,0.24311638,0.22262578,0.17977253
scikit-learn__scikit-learn-12973,1.020777,-0.3046214,0.17320713,0.23341115,0.65562075,0.07577213,0.19775788,0.34023833,0.8160271,-0.18362617,0.17089449,0.28918073
scikit-learn__scikit-learn-13124,1.0380427,0.30547032,0.18475784,0.19352722,0.4940623,0.38833702,0.15966275,0.3552717,0.8230949,0.2457055,0.17770988,0.24749434
scikit-learn__scikit-learn-13135,0.7930418,-0.21074267,0.18426003,0.35316133,0.956246,-0.17236893,0.26893395,0.3019363,1.5213453,-0.66526407,0.23824391,0.21028292
scikit-learn__scikit-learn-13142,0.9584722,-0.19506596,0.18922883,0.30975205,1.1611012,-0.13274339,0.27323404,0.27000585,1.4855253,-0.48306704,0.23636633,0.21634036
scikit-learn__scikit-learn-13328,0.9285342,-0.7768673,0.17051934,0.36578637,1.2388276,-0.91923684,0.25536522,0.29037017,0.70843136,-0.5782234,0.22289924,0.40823928
scikit-learn__scikit-learn-13439,1.002295,-1.1043198,0.16908401,0.35479882,0.72797936,-0.3755828,0.28590223,0.46691182,1.1596857,-1.1238227,0.24589941,0.3232585
scikit-learn__scikit-learn-13496,0.9036137,-0.41985074,0.17735422,0.33480275,1.1546769,-0.5838958,0.27489462,0.29278052,1.2182894,-0.6969589,0.2216295,0.27136394
scikit-learn__scikit-learn-13779,0.76850176,-0.61765075,0.16915178,0.41872847,0.98276055,-0.7206257,0.24923944,0.3296682,0.99185866,-0.89093703,0.20299315,0.32366094
scikit-learn__scikit-learn-14053,0.8122393,-0.320534,0.18508962,0.38718605,1.2054224,-0.45218873,0.2773186,0.27472937,1.1984116,-0.7241523,0.22521621,0.24817504
scikit-learn__scikit-learn-14087,0.50423855,0.3397236,0.20619614,0.44558805,1.1946683,0.5172018,0.1884917,0.19446597,0.8542562,0.36272344,0.1855182,0.25193298
scikit-learn__scikit-learn-14141,0.7922149,-0.7208647,0.1876186,0.535874,1.1517606,-1.0173397,0.29401302,0.4114295,1.2889283,-1.3083086,0.24818888,0.35858452
scikit-learn__scikit-learn-14496,1.0965328,-1.6079689,0.17487496,0.5082181,0.9016534,-0.9286575,0.2916625,0.53463155,0.9724127,-1.2055638,0.25049344,0.49515215
scikit-learn__scikit-learn-14629,1.0839626,1.4407246,0.15312389,0.3073198,0.95467055,1.2662486,0.20103197,0.32804802,0.72811055,0.9453478,0.22994395,0.38638404
scikit-learn__scikit-learn-14710,0.7019177,-0.7426176,0.14184164,0.3097328,0.35100788,-0.023523156,0.1880347,0.52636003,0.7015401,-0.5920822,0.16644327,0.30380157
scikit-learn__scikit-learn-14894,1.1516649,-1.2538855,0.1838468,0.4336852,1.151688,-0.9573427,0.29658136,0.40461862,1.06252,-1.0884286,0.24977224,0.4447214
scikit-learn__scikit-learn-14983,0.73873127,0.4940102,0.18250641,0.33721554,0.999451,0.68227655,0.19139284,0.24423417,1.5008726,0.7398945,0.24218471,0.17010768
scikit-learn__scikit-learn-15100,1.1563741,-1.2537533,0.18247457,0.37849504,0.8712381,-0.61963224,0.27534887,0.48594397,0.9387369,-0.89774346,0.22650939,0.43055457
scikit-learn__scikit-learn-25102,0.93307257,0.91223973,0.15416642,0.26434425,0.18564883,0.50023866,0.15267503,0.59750587,0.63607246,0.669542,0.17320704,0.32426584
scikit-learn__scikit-learn-25232,0.6252447,-0.053613268,0.19167647,0.3586864,1.1436659,-0.4550424,0.21407863,0.2286648,0.56282187,-0.16582192,0.17981827,0.37053317
scikit-learn__scikit-learn-25747,0.93409175,1.8334687,0.13297507,0.32033807,0.09306203,0.4651719,0.18970355,0.7247051,0.86973065,1.100983,0.20041458,0.3330087
scikit-learn__scikit-learn-25931,0.84659123,-0.110005476,0.16953842,0.28897637,1.0212072,-0.12096713,0.22290477,0.24936058,1.0709805,-0.3185929,0.18783887,0.25141078
scikit-learn__scikit-learn-25973,1.0122688,-0.07663552,0.19420281,0.26926386,1.2787435,-0.06882722,0.24474323,0.22936565,1.0659384,-0.15278892,0.19851339,0.2526939
scikit-learn__scikit-learn-26194,1.0170686,2.504165,0.1500479,0.5575759,0.5824272,1.4341472,0.23681596,0.7687022,0.78145766,1.4467063,0.24450915,0.6408612
scikit-learn__scikit-learn-26323,1.0574968,-0.555133,0.18613428,0.25573063,1.0162878,-0.24611916,0.2378318,0.29478446,1.008676,-0.48458594,0.20573728,0.2907588
scikit-learn__scikit-learn-9288,0.93223137,-0.15688747,0.18721476,0.29787114,1.0696805,-0.12443287,0.23916449,0.28144017,1.4587569,-0.34454754,0.22634886,0.20754707
sphinx-doc__sphinx-10323,0.5972984,0.35293946,0.1897859,0.39373058,1.4809513,0.5740722,0.20852724,0.15457484,0.2545111,0.26942903,0.18357262,0.6068238
sphinx-doc__sphinx-10435,1.0082982,1.8139629,0.16240747,0.51028544,1.1355515,2.0683904,0.2797113,0.4497731,0.90811926,1.377576,0.2571078,0.52161294
sphinx-doc__sphinx-10449,0.752146,0.29873937,0.179284,0.30719686,1.1659307,0.36244544,0.1965301,0.22380595,1.1048967,0.28512996,0.18418431,0.22279239
sphinx-doc__sphinx-10466,0.87613624,-0.34375864,0.16812573,0.33907002,0.90167445,-0.21352464,0.22240405,0.25315982,1.0139428,-0.46257618,0.19068748,0.2488566
sphinx-doc__sphinx-10614,1.0692425,2.414959,0.15487956,0.53614527,0.64759487,1.441454,0.26331773,0.66662526,0.7627413,1.782384,0.24662593,0.6683867
sphinx-doc__sphinx-10673,0.88404065,0.22291468,0.18793236,0.256379,1.0011811,0.28746778,0.19405568,0.22630656,0.968695,0.1404472,0.18855855,0.24412821
sphinx-doc__sphinx-11445,0.7501605,0.43129832,0.18113394,0.34914654,1.486279,0.6000675,0.21436122,0.17866808,0.87184,0.43893445,0.20664826,0.28543252
sphinx-doc__sphinx-11510,1.0744301,2.372735,0.19046605,0.94980425,1.0221758,2.151596,0.29767528,0.88693684,1.1276023,2.2448192,0.2757602,0.90026414
sphinx-doc__sphinx-7440,0.9920444,-0.21514705,0.16602632,0.24543494,1.0883077,-0.09196638,0.21103379,0.23042627,0.6178434,-0.10845869,0.17579052,0.3534472
sphinx-doc__sphinx-7454,0.9379342,0.49194103,0.1850493,0.22795372,0.8465016,0.5558727,0.17551932,0.28786594,1.1488587,0.50617737,0.20576148,0.2053986
sphinx-doc__sphinx-7462,1.090989,2.4419758,0.18681914,0.91971457,0.98868525,2.0846882,0.2980396,0.83261037,1.0884184,2.1851804,0.266405,0.8667882
sphinx-doc__sphinx-7590,1.0030109,2.020537,0.17880183,0.7176806,0.8760148,1.6871547,0.2883656,0.67371833,1.3432581,2.068602,0.3001176,0.5544913
sphinx-doc__sphinx-7748,1.0678171,2.3097417,0.1865133,0.85641265,0.9919807,2.1997101,0.3122244,0.8714367,1.0898674,2.1563523,0.28721234,0.86200583
sphinx-doc__sphinx-7757,0.7041121,0.28265932,0.20073263,0.3401415,1.6208898,0.3609405,0.2381667,0.17589185,1.2697037,0.25897315,0.21326065,0.20912036
sphinx-doc__sphinx-7889,0.96182245,-0.07241846,0.17367089,0.24372685,0.69980574,0.1440466,0.20600465,0.33488974,1.1156386,-0.22975391,0.19003564,0.21182641
sphinx-doc__sphinx-7910,0.85915565,0.14440534,0.17942998,0.26206666,1.2873092,0.09177529,0.23025233,0.19958405,0.9467484,0.037248723,0.19070433,0.25514793
sphinx-doc__sphinx-7985,1.0178763,2.1687682,0.14829609,0.4623196,0.3640663,0.9057194,0.25376955,0.72360706,1.1332341,1.7611127,0.23748489,0.4701665
sphinx-doc__sphinx-8035,0.73249686,0.21592216,0.1823557,0.3112227,1.6878633,0.13304734,0.27449942,0.150181,0.9604555,0.12953928,0.18970177,0.25539938
sphinx-doc__sphinx-8056,1.0987611,1.3100691,0.16307966,0.28093824,1.0411364,1.3022292,0.19370595,0.28578895,0.417812,0.65766394,0.2307602,0.51824576
sphinx-doc__sphinx-8120,0.74012,0.037829798,0.19503984,0.3207724,1.3851012,-0.09731155,0.24924907,0.18384075,0.9088823,-0.13019054,0.19476573,0.2702108
sphinx-doc__sphinx-8265,0.8424114,1.040057,0.16921604,0.37779194,1.3890535,1.5895517,0.24280755,0.24636526,1.0829883,1.2681425,0.24415118,0.30865973
sphinx-doc__sphinx-8269,0.9728542,-0.16227368,0.17702237,0.26635963,0.8442356,0.06998962,0.19389157,0.28389564,0.8084343,-0.12542918,0.17980722,0.29311752
sphinx-doc__sphinx-8459,0.7075972,0.2858348,0.1907595,0.3567008,1.3090805,0.40608254,0.21119547,0.20074476,1.386777,0.3010624,0.21398273,0.19090922
sphinx-doc__sphinx-8475,0.9312319,-0.32733077,0.17249987,0.2507497,0.5957359,-0.007899359,0.20661819,0.36805615,0.8252231,-0.3791467,0.1802933,0.3084763
sphinx-doc__sphinx-8548,0.98661083,1.4467578,0.15764293,0.36771482,1.4217123,1.6585437,0.27852976,0.27345774,0.6726974,0.8340814,0.273612,0.4854576
sphinx-doc__sphinx-8551,0.8195112,0.5081566,0.18327558,0.36738145,1.7863455,0.8145397,0.25750595,0.17210798,0.8720519,0.48993513,0.21352096,0.32352933
sphinx-doc__sphinx-8593,0.7998809,0.37489137,0.18842426,0.3186735,1.8208622,0.52066135,0.25282288,0.15486528,1.2442781,0.36742324,0.21767895,0.24054615
sphinx-doc__sphinx-8595,1.0401859,-0.6790289,0.14970833,0.22490522,-0.16179463,0.46363774,0.16014901,0.6157497,0.60596454,-0.19561371,0.16426927,0.35381016
sphinx-doc__sphinx-8621,1.0238231,0.50458026,0.17455971,0.27421406,1.769149,0.7559283,0.24334818,0.16357702,0.29844174,0.33425233,0.20881666,0.58664745
sphinx-doc__sphinx-8638,1.1103475,1.518865,0.16528994,0.3150037,1.2873743,1.6398718,0.24619204,0.28723443,0.33169028,0.58861655,0.2818451,0.649351
sphinx-doc__sphinx-8721,1.0819823,-0.93517166,0.14836986,0.29379237,0.8949134,-0.42437646,0.23790155,0.33548832,0.6090614,-0.4814101,0.20697816,0.43939185
sphinx-doc__sphinx-9229,1.1257557,2.3288093,0.18252535,0.6423662,1.052103,1.9866529,0.27405986,0.5803966,0.8740947,1.6188112,0.2857889,0.66662693
sphinx-doc__sphinx-9230,0.7072089,0.5884323,0.1760582,0.38168645,1.7186345,0.8960192,0.25690764,0.1679047,1.0749102,0.69734067,0.22449912,0.2549847
sphinx-doc__sphinx-9258,0.755752,0.6468235,0.1823589,0.35055637,1.3362356,0.94465643,0.20197815,0.19749598,1.1484132,0.7951773,0.22645727,0.24175338
sphinx-doc__sphinx-9281,0.809849,0.07911785,0.17942786,0.32154143,1.0968182,0.1476179,0.21723329,0.23558424,1.3023547,-0.06869085,0.20545611,0.2054846
sphinx-doc__sphinx-9320,1.1532996,-0.7940454,0.17580825,0.28940496,1.076906,-0.46957517,0.25999698,0.3189137,0.92876476,-0.510807,0.21747516,0.33381432
sphinx-doc__sphinx-9367,1.0762725,-0.7829635,0.1678358,0.30410054,0.9387246,-0.37984848,0.266587,0.36504695,1.0412805,-0.75776017,0.21414609,0.31408727
sphinx-doc__sphinx-9461,1.094788,2.4837146,0.18855676,0.91491896,0.9819785,2.1338727,0.2954102,0.9395207,1.0811281,2.2179873,0.28690374,0.8897984
sphinx-doc__sphinx-9591,0.90775484,0.64907527,0.17303331,0.26526725,1.0527599,0.9685235,0.17577124,0.21978329,0.38557187,0.42771885,0.19900388,0.49513417
sphinx-doc__sphinx-9602,1.0659488,1.7193387,0.16985273,0.40959132,1.2442666,1.69499,0.24922554,0.29970524,0.7715722,1.1097769,0.24045031,0.4627995
sphinx-doc__sphinx-9658,0.7434714,0.55181843,0.17545128,0.33715713,1.0387007,0.7952736,0.20540793,0.24301107,1.6754211,0.9510835,0.2728327,0.15943934
sphinx-doc__sphinx-9673,0.77514553,0.23500979,0.1885594,0.3382776,2.074944,0.13517739,0.32243323,0.142987,0.9411064,0.17042468,0.18749058,0.2882316
sphinx-doc__sphinx-9698,0.9380167,-0.5128878,0.15867396,0.2992032,0.83017415,-0.1964538,0.21887486,0.31474608,0.96131396,-0.56302184,0.18589087,0.2989502
sphinx-doc__sphinx-9711,0.9591526,-0.35412535,0.17904979,0.26656142,0.12380027,0.25037825,0.17748848,0.6826795,1.0164777,-0.66600466,0.16208366,0.2693727
sympy__sympy-11618,0.9564649,-0.4093034,0.1740696,0.31887427,1.0866863,-0.21487127,0.2576222,0.28602237,1.247816,-0.5250397,0.20452783,0.24492842
sympy__sympy-12096,1.0325807,-0.9725854,0.16680183,0.38732195,1.0419667,-0.5701901,0.28266123,0.39393222,1.0825088,-0.9077221,0.23448363,0.35402656
sympy__sympy-12419,0.8095342,0.26779404,0.18892094,0.32871267,1.6441039,0.33779263,0.27136466,0.17313887,1.4366186,0.1854544,0.25731328,0.2026886
sympy__sympy-12481,0.6208912,0.06143909,0.19528726,0.3488216,0.7730105,0.055591416,0.19954777,0.3192183,1.2840407,-0.25984794,0.20130223,0.19708379
sympy__sympy-12489,0.97767824,1.1430341,0.16850638,0.33289728,1.6060832,1.6342221,0.264192,0.20659237,0.72491527,0.86042297,0.23139134,0.41854036
sympy__sympy-13031,0.95465934,0.83031213,0.16647373,0.248492,0.6378404,0.87231636,0.16906443,0.3396992,0.75325865,0.7911005,0.18629563,0.31397703
sympy__sympy-13091,0.7722844,0.7681252,0.1839214,0.41130054,1.7462275,1.5093046,0.28362578,0.19668205,0.92110866,0.8983993,0.24376291,0.32835084
sympy__sympy-13372,0.8621659,-0.42126635,0.17489526,0.32051826,0.72384524,-0.19162938,0.24521875,0.3705973,1.2741266,-0.74818647,0.19904123,0.23496655
sympy__sympy-13480,1.0086309,-1.0705618,0.17990005,0.4274153,0.92183954,-0.71928954,0.29166234,0.45037284,1.3358079,-1.213903,0.25712523,0.34095603
sympy__sympy-13551,0.7495895,0.4735428,0.18792152,0.3227331,1.3662713,0.814434,0.21977316,0.19179083,0.86140066,0.5350621,0.21479122,0.2623742
sympy__sympy-13615,0.9477229,0.507846,0.1810853,0.28389984,1.7182218,0.76094913,0.25813407,0.16863084,0.91700256,0.44961354,0.21337473,0.30007377
sympy__sympy-13647,0.85802305,-0.32908228,0.17447188,0.35285625,0.9128915,-0.22066508,0.2775231,0.34749156,1.5443282,-0.8044397,0.26034343,0.19992337
sympy__sympy-13757,0.9338161,0.3542704,0.18923613,0.264306,1.5308754,0.46422005,0.23587686,0.17325577,1.180793,0.29268935,0.2133024,0.23339087
sympy__sympy-13798,0.8207582,1.4794877,0.17623587,0.4666754,0.78237116,1.7563394,0.20863545,0.47550035,0.94669116,1.6675391,0.23522188,0.42457238
sympy__sympy-13852,1.0649413,2.31808,0.20431174,0.8969391,1.0251628,2.2178535,0.3053961,0.8727743,1.0893906,2.1558073,0.262195,0.9056974
sympy__sympy-13877,1.2146283,1.0046171,0.1621517,0.19779207,0.4865595,0.59932387,0.15197507,0.40644062,-0.1012086,0.18789925,0.1759234,0.6363393
sympy__sympy-13878,0.5601755,0.30298245,0.19556051,0.41047832,0.91727173,0.4405627,0.19726369,0.28590602,1.6395377,0.41567656,0.26530963,0.16156796
sympy__sympy-13974,1.0029676,1.4720384,0.14813098,0.27708286,0.44353503,0.8446523,0.1817204,0.508798,0.43607602,0.99006957,0.18702641,0.5515417
sympy__sympy-14248,0.92392063,1.4259005,0.16859409,0.46265295,0.7304836,1.2571629,0.24357514,0.49270266,1.2053621,1.8707955,0.2336687,0.34489253
sympy__sympy-14531,0.7302894,0.060831733,0.18711075,0.30873019,1.1306827,-0.030010227,0.20784739,0.19647071,0.65741944,0.03348023,0.18531963,0.32709953
sympy__sympy-14711,0.9510993,-0.6710724,0.16699077,0.32955724,0.57248133,-0.20038706,0.23344482,0.43110967,1.070082,-0.7204712,0.20228723,0.2895639
sympy__sympy-14976,0.8030846,0.36118436,0.18303466,0.28506446,-0.023221249,0.4347285,0.1538531,0.7068106,1.5444251,0.43925855,0.20537177,0.13987038
sympy__sympy-15017,0.5782682,0.35793287,0.16600391,0.40531975,0.39592335,0.5514127,0.16120651,0.4126749,1.1669606,0.688441,0.19460054,0.18461435
sympy__sympy-15345,0.61164767,0.37889263,0.19780219,0.3585689,1.4264276,0.50786257,0.21936007,0.17730966,1.2172194,0.39256003,0.2177259,0.21030243
sympy__sympy-15349,0.97975314,-0.23789205,0.17505315,0.2543444,1.2131867,-0.2577582,0.22595188,0.22833048,0.8214327,-0.16394489,0.18516824,0.30283764
sympy__sympy-15599,0.8231373,0.860525,0.16412103,0.3607952,1.2339213,1.246106,0.20362371,0.22924268,0.7532842,0.7493004,0.21640626,0.34252295
sympy__sympy-15809,0.61766565,0.03295339,0.18432906,0.39447147,0.97304225,0.041981157,0.19837439,0.24415176,0.96859765,-0.1392846,0.17004918,0.25646245
sympy__sympy-15875,0.7382035,0.29084802,0.17735282,0.26545003,0.53031844,0.35644096,0.15980086,0.33328664,0.7754182,0.22238372,0.1732719,0.26896295
sympy__sympy-15976,0.7110692,0.71611744,0.17876029,0.40669495,1.5047648,1.3487078,0.2406085,0.18789372,1.0787386,1.0164067,0.23500727,0.28289774
sympy__sympy-16450,0.9508866,-0.52009887,0.16736181,0.27965492,0.6466583,-0.13916548,0.22518963,0.41116703,1.0943238,-0.6228915,0.18993938,0.2551767
sympy__sympy-16597,1.0505768,2.326075,0.19532415,0.86787915,1.0195453,2.1769776,0.30795473,0.8672066,1.11359,2.1100924,0.29471588,0.8678677
sympy__sympy-16766,0.97430295,-1.1804278,0.16712096,0.39716956,0.3644088,-0.08769191,0.26119953,0.5896784,1.0327011,-1.1666795,0.20714265,0.35336107
sympy__sympy-16792,0.60212,0.2677757,0.19410986,0.3790779,1.0110638,0.34669673,0.20528698,0.26403666,1.8871965,0.25191844,0.2844065,0.14400816
sympy__sympy-16886,1.1157544,-0.9813573,0.17643751,0.3437603,0.9742316,-0.58836013,0.28272545,0.36972016,1.1731259,-0.8794075,0.2369976,0.32612848
sympy__sympy-17139,0.76537615,0.07058242,0.18475145,0.2919695,1.1480026,0.032076377,0.23152635,0.21568695,1.0203183,-0.08747001,0.18121153,0.22361708
sympy__sympy-17318,1.1082937,2.28532,0.122177064,0.30203497,0.31602734,0.70230883,0.20627202,0.66083866,0.070598915,0.3207565,0.22668107,0.6987462
sympy__sympy-17630,1.1327461,2.2273548,0.17622678,0.61612314,1.0609845,1.8815407,0.28876427,0.5928724,0.90340334,1.6365261,0.26055062,0.62099063
sympy__sympy-17655,0.9021282,-0.060017347,0.1775322,0.26512554,0.6206648,0.14270756,0.19590335,0.34457332,1.2238744,-0.2741519,0.17599939,0.22296102
sympy__sympy-18189,0.8517705,-0.04065903,0.18671471,0.29678714,1.4705952,-0.1579785,0.3025207,0.18756515,1.1922811,-0.30646735,0.20354077,0.22399473
sympy__sympy-18199,1.0231814,1.9766597,0.17995074,0.59736586,0.91882867,1.7070796,0.3169214,0.7204603,1.299668,2.1241672,0.27187514,0.53645235
sympy__sympy-18211,0.72664165,0.40598282,0.18818894,0.3037175,1.0872983,0.49448353,0.19216894,0.22553664,0.9569516,0.39272407,0.19276008,0.23862343
sympy__sympy-18698,0.75747734,0.6031445,0.18892695,0.35515028,0.92039526,0.9061965,0.18608701,0.2729013,1.4102967,1.0721542,0.24585441,0.19352955
sympy__sympy-18763,1.0016662,0.43162727,0.16459697,0.22220491,-0.6488701,0.20743623,0.17749405,0.26254782,0.24466586,0.23102659,0.1449683,0.56252384
sympy__sympy-19040,0.9357297,1.0902543,0.15351869,0.296558,1.1966934,1.2678162,0.21882236,0.25598657,0.6542747,0.7182376,0.2280259,0.4094049
sympy__sympy-19346,0.92657083,-0.29537192,0.18343733,0.30145994,0.88503397,-0.12665342,0.2573566,0.3373735,1.4789482,-0.5782056,0.235844,0.21626405
sympy__sympy-19495,0.677343,0.31050897,0.17860141,0.32126105,0.08699406,0.40929642,0.15236562,0.6560678,1.1859466,0.2852527,0.1934241,0.17208962
sympy__sympy-19637,0.89268833,-0.6964566,0.16936643,0.3855758,1.0725428,-0.62541264,0.284895,0.3221345,1.1944826,-0.9479363,0.2322575,0.28951937
sympy__sympy-19783,0.6510733,0.32860363,0.19953287,0.3815647,1.2855603,0.49535915,0.21257356,0.20287159,1.2496194,0.35019055,0.21953729,0.21440941
sympy__sympy-19954,0.8750622,-0.20520832,0.18241766,0.30251494,0.9701049,-0.15333454,0.25422987,0.29576352,1.5556554,-0.61501884,0.23924735,0.19430797
sympy__sympy-20154,0.8973961,-0.40983817,0.16600017,0.3160828,1.3122642,-0.4572948,0.26265502,0.22748592,0.85213447,-0.43021807,0.19356439,0.31386128
sympy__sympy-20428,1.070091,2.3270748,0.19494304,0.88933516,0.9661119,2.0564094,0.3001263,0.8373539,1.088358,2.2429261,0.28114814,0.8613047
sympy__sympy-20438,1.0755895,2.308815,0.1818042,0.8357764,0.94745696,2.0757046,0.30188572,0.82434475,1.0946724,2.151823,0.30151007,0.847376
sympy__sympy-20590,0.6557481,0.2930377,0.19905822,0.3653908,1.6430606,0.42526984,0.25604472,0.16135281,1.0957631,0.31711388,0.20536567,0.26369676
sympy__sympy-20801,0.93917036,0.03480924,0.19091934,0.26871797,1.0702283,0.1225461,0.22713137,0.24018648,1.3747127,-0.09066782,0.2179187,0.18068866
sympy__sympy-20916,1.0108206,1.7369624,0.16212122,0.39025056,0.3737709,0.8392046,0.25549883,0.6584414,1.3675348,1.8189859,0.27236924,0.30734494
sympy__sympy-21379,0.8769338,0.56909156,0.16451378,0.25445446,0.76940286,0.6528895,0.16378672,0.25668302,0.47065854,0.44184053,0.1808601,0.3945316
sympy__sympy-21596,0.9812189,1.9272257,0.18331364,0.67566514,0.9204858,1.7687633,0.27794588,0.7038324,1.3273395,2.1233048,0.26990423,0.58683425
sympy__sympy-21612,1.0190145,1.81857,0.15892746,0.43447864,1.1649076,2.1455624,0.25100207,0.37745932,0.39075956,0.665272,0.2798328,0.6461079
sympy__sympy-21847,0.83924586,-0.39286205,0.17938098,0.38709068,1.2553056,-0.567607,0.30712718,0.27721483,1.3408777,-0.8298288,0.23494984,0.26298356
sympy__sympy-21930,1.096043,2.4141152,0.18758345,0.8918276,0.9418138,2.1083195,0.30057722,0.88778037,1.1093957,2.1579044,0.28865504,0.87913835
sympy__sympy-22080,0.9920423,1.7305101,0.17489538,0.5738752,0.97477907,1.6621777,0.285779,0.5280303,1.3502765,2.0375216,0.25046518,0.46350795
sympy__sympy-22456,0.7949935,-0.12704384,0.17962877,0.3273573,0.74109954,0.02436314,0.22082506,0.33575603,1.3940943,-0.47399426,0.21227093,0.20055646
sympy__sympy-22714,0.94696516,-0.30916336,0.18117599,0.31539372,0.9798338,-0.22026128,0.2621395,0.30330878,1.4894931,-0.67504764,0.23294738,0.20622167
sympy__sympy-22914,1.0794556,-1.0648845,0.1746075,0.32418633,0.8313654,-0.48828673,0.24710323,0.40136218,1.0291958,-0.8040774,0.21826527,0.34600604
sympy__sympy-23262,0.8545543,-0.031129288,0.1759479,0.2764289,1.4307642,-0.121861994,0.27117977,0.16897053,0.87087625,-0.05712208,0.18769123,0.27570415
sympy__sympy-23413,1.001108,1.2003176,0.16103552,0.30495974,1.1942656,1.1865977,0.22968207,0.27170315,1.1098616,1.0483326,0.24410616,0.28649658
sympy__sympy-23534,0.7848346,-0.14659622,0.18703033,0.33380732,1.2163687,-0.328505,0.27313018,0.22830105,1.1441185,-0.441068,0.20205346,0.274919
sympy__sympy-23824,1.0258555,-0.6310746,0.17080873,0.26302603,1.132883,-0.40474993,0.2602288,0.26195505,0.90954983,-0.46423432,0.19357789,0.3111725
sympy__sympy-23950,0.772938,0.08439192,0.1854603,0.29302818,-0.42119947,0.40780985,0.16649477,0.38694313,1.1944549,-0.24322797,0.16268668,0.20128605
sympy__sympy-24066,0.8697037,-0.19439502,0.18155387,0.30220547,0.93219084,-0.18404333,0.23840886,0.2840057,1.2369125,-0.3905259,0.20479085,0.23621231
sympy__sympy-24213,0.74790865,-0.85030293,0.18185292,0.5128324,1.002537,-0.69706374,0.2849129,0.40589416,1.099751,-1.441746,0.2149018,0.36578143
sympy__sympy-24443,0.93571556,-0.7868905,0.15737444,0.3656022,0.6491905,-0.25393945,0.25783262,0.44045734,1.1696465,-0.93439436,0.19270112,0.29100645
sympy__sympy-24539,1.0910131,-1.121704,0.16523758,0.34419936,0.7847342,-0.3997233,0.25984326,0.41061762,1.0808762,-0.8367012,0.22652034,0.3638091
sympy__sympy-24562,0.89652586,0.36656606,0.18686059,0.27294466,1.7891117,0.49884278,0.2395704,0.15999047,0.7332929,0.34468558,0.19272138,0.354582
sympy__sympy-24661,0.78813577,-0.160694,0.17784917,0.33916503,1.0462587,-0.19331953,0.26077375,0.2778466,1.2429028,-0.4900242,0.19803087,0.22120652
