,a1,b1,a1_std,b1_std,a2,b2,a2_std,b2_std
sympy__sympy-20154,1.185302,-0.5591083,0.19656876,0.23813453,1.4142665,-0.61284554,0.26173934,0.19507991
sympy__sympy-20428,1.5077778,2.964493,0.22476701,0.7593603,1.088301,2.260208,0.33213782,0.8406936
sympy__sympy-20438,1.4964074,2.9217627,0.24753696,0.75409317,1.246026,2.281524,0.32298917,0.81555974
sympy__sympy-20590,1.1826519,0.31777918,0.21244143,0.2183753,1.8629372,0.38019618,0.26434636,0.14302412
sympy__sympy-20801,1.5467082,-0.13870797,0.20791498,0.16949892,1.352662,-0.011372429,0.22780138,0.18229425
sympy__sympy-20916,1.6195356,2.3064651,0.17428444,0.28385025,0.5882219,0.9782057,0.26463908,0.5801603
sympy__sympy-21379,0.9151141,0.604169,0.21763946,0.28213826,0.8562971,0.7921131,0.16399357,0.256542
sympy__sympy-21596,1.490669,2.6078186,0.20707218,0.55250376,1.0630796,1.8584943,0.2823934,0.5772143
sympy__sympy-21612,1.2241882,1.9513824,0.18999554,0.40383,1.30383,2.031298,0.24822658,0.34595633
sympy__sympy-21847,1.46382,-0.97747743,0.20220104,0.24049142,1.5515041,-0.6146318,0.30147016,0.19785362
sympy__sympy-21930,1.5164485,2.9402637,0.22082533,0.8716979,1.2184799,2.342199,0.32244545,0.835998
sympy__sympy-22080,1.5073007,2.3201954,0.21739136,0.43088216,1.1530362,1.8436414,0.30581528,0.45801753
sympy__sympy-22456,1.4427184,-0.5035334,0.18144801,0.18009809,1.1085528,-0.106911354,0.23613359,0.23090678
sympy__sympy-22714,1.6192793,-0.66786116,0.2065938,0.20921387,1.4396825,-0.4037421,0.2864538,0.20091733
sympy__sympy-22914,1.4365911,-1.3058797,0.19276331,0.2843716,1.0167959,-0.7137081,0.27134943,0.31150478
sympy__sympy-23262,1.2190467,-0.19218832,0.20179226,0.21548395,1.5275446,-0.10957583,0.26253045,0.17006029
sympy__sympy-23413,1.486311,1.3071262,0.194233,0.215522,1.3962653,1.2657621,0.22890453,0.22606404
sympy__sympy-23534,1.30293,-0.48432624,0.1900449,0.20058364,1.4796771,-0.4235042,0.2613026,0.19060524
sympy__sympy-23824,1.2966771,-0.77183306,0.1822842,0.24391457,1.3006897,-0.5547392,0.25350773,0.22448497
sympy__sympy-23950,1.5003215,-0.2841754,0.18094212,0.148973,-0.17592207,0.43767482,0.14372066,0.5992398
sympy__sympy-24066,1.374191,-0.45726708,0.19139272,0.19663833,1.2870075,-0.2488046,0.24023376,0.20855878
sympy__sympy-24213,1.1905375,-1.3872805,0.1907624,0.34927258,1.3135841,-1.1546036,0.27805677,0.28177842
sympy__sympy-24443,1.4105296,-1.1260059,0.17677419,0.22104886,0.98456186,-0.5289179,0.2645367,0.31882516
sympy__sympy-24539,1.5617499,-1.3636767,0.19793445,0.25167948,0.9904416,-0.63062686,0.2834568,0.37204698
sympy__sympy-24562,1.130718,0.41943967,0.21847984,0.23900273,1.9276513,0.52771866,0.27275315,0.1374802
sympy__sympy-24661,1.4244348,-0.513653,0.19474028,0.19649729,1.3266866,-0.32347152,0.25417754,0.21794961
