instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,fix_localization,entry_point_clarity,change_blast_radius,environment_setup_complexity,implementation_language_complexity,testing_infrastructure_quality,dependency_complexity,codebase_scale
pylint-dev__pylint-4551,1,4,4,3,3,3,0,3,4,4,3,2,3,1,2,4,4,4,4,4,2026-03-08T00:23:43.798798,claude-opus-4-6,anthropic,pylint-dev__pylint-4551,4,4,2,2,2,4,3,3
sphinx-doc__sphinx-8721,1,4,4,3,3,4,0,3,3,4,3,1,3,1,2,3,2,2,2,2,2026-03-08T00:24:34.647675,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8721,4,4,2,2,2,4,3,3
sympy__sympy-16792,2,5,4,3,3,3,0,5,5,5,2,2,5,1,2,2,3,1,3,3,2026-03-08T00:25:02.630288,claude-opus-4-6,anthropic,sympy__sympy-16792,4,4,2,2,2,3,3,4
sympy__sympy-18763,2,5,4,2,2,2,1,4,5,5,2,1,4,1,2,2,2,2,1,1,2026-03-08T00:25:05.776630,claude-opus-4-6,anthropic,sympy__sympy-18763,4,5,2,2,1,4,2,4
django__django-12965,2,5,4,3,3,3,0,5,5,5,2,2,5,1,2,2,3,1,2,4,2026-03-08T00:21:36.481964,claude-opus-4-6,anthropic,django__django-12965,4,5,4,3,2,4,3,4
django__django-15127,1,3,4,3,2,3,1,3,2,4,2,1,2,1,2,3,2,2,2,3,2026-03-08T00:22:26.150005,claude-opus-4-6,anthropic,django__django-15127,4,5,2,2,1,4,3,4
matplotlib__matplotlib-26342,3,5,4,2,2,2,1,4,4,5,1,1,4,1,1,2,3,1,1,2,2026-03-08T00:23:25.511697,claude-opus-4-6,anthropic,matplotlib__matplotlib-26342,4,5,3,3,4,4,4,5
sympy__sympy-23413,1,4,4,3,3,2,0,4,5,5,2,1,4,1,2,3,2,3,2,2,2026-03-08T00:25:18.470532,claude-opus-4-6,anthropic,sympy__sympy-23413,4,4,3,2,1,4,3,4
django__django-15629,2,5,4,3,3,3,0,5,5,5,2,2,5,1,2,4,4,3,4,4,2026-03-08T00:22:41.674143,claude-opus-4-6,anthropic,django__django-15629,4,4,3,3,2,4,3,5
pydata__xarray-7233,1,5,4,3,3,2,0,4,5,4,2,1,4,1,2,3,2,2,1,2,2026-03-08T00:23:44.292925,claude-opus-4-6,anthropic,pydata__xarray-7233,4,5,2,2,2,4,3,2
astropy__astropy-14508,3,5,3,3,2,3,0,5,5,4,2,1,5,1,3,3,2,2,2,2,2026-03-08T00:20:50.287436,claude-opus-4-6,anthropic,astropy__astropy-14508,4,5,3,3,3,4,4,4
django__django-15916,2,4,4,3,3,3,0,4,4,4,3,2,4,1,3,3,3,2,3,4,2026-03-08T00:22:41.980853,claude-opus-4-6,anthropic,django__django-15916,4,5,2,2,2,4,3,4
matplotlib__matplotlib-25775,2,4,4,3,2,3,1,3,2,4,3,4,3,1,3,4,3,3,3,3,2026-03-08T00:23:24.177457,claude-opus-4-6,anthropic,matplotlib__matplotlib-25775,4,4,3,3,3,4,4,4
django__django-14311,2,4,4,3,3,4,0,4,3,4,2,1,3,1,2,2,4,2,3,2,2026-03-08T00:22:07.257912,claude-opus-4-6,anthropic,django__django-14311,5,5,2,2,1,4,3,4
sphinx-doc__sphinx-9281,1,5,3,2,2,2,1,4,5,5,2,1,5,1,2,1,1,1,2,2,2026-03-08T00:24:37.727409,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9281,4,4,3,2,1,4,4,3
pydata__xarray-3677,1,5,3,2,1,1,1,5,5,5,1,1,5,1,2,1,2,1,1,2,2026-03-08T00:23:35.475187,claude-opus-4-6,anthropic,pydata__xarray-3677,4,5,2,2,2,4,3,3
sympy__sympy-19040,0,5,4,4,3,2,0,5,5,5,3,2,4,1,2,1,2,1,1,3,2026-03-08T00:25:06.683566,claude-opus-4-6,anthropic,sympy__sympy-19040,4,5,3,2,1,4,3,4
django__django-13315,1,3,4,3,2,3,1,3,2,4,2,1,2,1,1,4,4,3,4,4,2026-03-08T00:21:45.079884,claude-opus-4-6,anthropic,django__django-13315,4,4,3,2,2,4,3,4
sympy__sympy-15599,3,5,4,3,2,3,1,5,5,5,1,1,5,1,3,3,2,3,3,3,2026-03-08T00:24:56.870372,claude-opus-4-6,anthropic,sympy__sympy-15599,4,5,2,2,1,4,2,3
pytest-dev__pytest-7982,3,5,3,1,1,2,1,4,3,5,1,1,5,1,2,1,2,1,1,1,2026-03-08T00:23:59.937133,claude-opus-4-6,anthropic,pytest-dev__pytest-7982,5,5,3,2,1,4,3,3
django__django-11451,3,5,3,2,1,2,1,5,4,5,1,1,5,1,2,4,3,4,1,2,2026-03-08T00:21:12.233985,claude-opus-4-6,anthropic,django__django-11451,5,5,2,2,1,4,3,5
sympy__sympy-15976,1,4,4,3,3,3,0,4,5,4,2,1,4,1,2,4,3,4,2,2,2026-03-08T00:25:00.036469,claude-opus-4-6,anthropic,sympy__sympy-15976,4,5,2,2,1,4,3,3
django__django-15957,1,4,4,4,3,3,0,4,5,3,3,2,3,0,3,4,3,3,4,4,2026-03-08T00:22:44.381542,claude-opus-4-6,anthropic,django__django-15957,4,4,4,2,2,4,3,4
django__django-12050,2,4,4,2,2,2,1,4,2,4,1,1,3,1,2,2,3,1,2,3,2026-03-08T00:21:24.841266,claude-opus-4-6,anthropic,django__django-12050,5,5,3,2,1,4,3,4
django__django-15280,1,5,4,4,4,3,0,5,5,5,4,2,5,0,3,2,3,1,2,4,2026-03-08T00:22:31.131752,claude-opus-4-6,anthropic,django__django-15280,4,4,4,2,2,5,3,4
pytest-dev__pytest-7490,1,5,4,3,3,2,0,5,5,5,3,2,5,1,3,3,3,3,3,4,2026-03-08T00:23:58.178855,claude-opus-4-6,anthropic,pytest-dev__pytest-7490,4,4,3,2,1,5,3,3
django__django-13568,2,4,4,3,2,3,0,5,5,4,1,1,4,1,2,4,3,4,2,3,2026-03-08T00:21:56.506752,claude-opus-4-6,anthropic,django__django-13568,4,5,2,2,2,4,3,4
django__django-11555,1,3,4,3,3,3,0,4,4,3,3,2,3,1,2,2,3,2,2,3,2026-03-08T00:21:15.075544,claude-opus-4-6,anthropic,django__django-11555,4,4,4,2,2,5,3,5
scikit-learn__scikit-learn-13135,2,5,3,2,2,2,1,5,5,3,2,1,5,1,1,3,2,3,1,2,2026-03-08T00:24:07.338162,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-13135,4,5,2,2,2,4,3,3
django__django-13513,3,5,3,2,2,2,1,5,5,5,1,1,5,1,1,3,3,2,4,3,2026-03-08T00:21:49.277577,claude-opus-4-6,anthropic,django__django-13513,5,5,2,2,1,4,3,4
django__django-10554,1,4,4,4,3,3,0,5,5,4,4,2,4,1,2,4,3,3,4,4,2026-03-08T00:21:00.588742,claude-opus-4-6,anthropic,django__django-10554,4,4,4,2,2,4,2,4
pydata__xarray-4075,3,5,3,2,1,1,1,5,5,5,1,1,5,1,1,2,2,2,2,2,2026-03-08T00:23:35.659807,claude-opus-4-6,anthropic,pydata__xarray-4075,5,5,3,2,1,4,3,3
matplotlib__matplotlib-24627,2,4,4,3,3,3,0,4,5,5,3,3,4,1,4,2,2,1,2,3,2026-03-08T00:23:17.517736,claude-opus-4-6,anthropic,matplotlib__matplotlib-24627,4,5,3,3,3,4,4,5
django__django-13401,3,5,3,2,2,3,1,4,5,5,1,1,5,1,3,4,3,3,3,3,2026-03-08T00:21:47.416885,claude-opus-4-6,anthropic,django__django-13401,4,5,3,2,2,4,3,4
astropy__astropy-13977,2,5,4,3,3,3,1,5,5,4,2,2,5,1,3,5,4,4,3,4,2026-03-08T00:20:50.318254,claude-opus-4-6,anthropic,astropy__astropy-13977,4,5,3,3,3,4,4,4
django__django-11095,3,4,4,2,2,2,1,3,2,4,1,1,3,1,2,3,3,3,1,2,2026-03-08T00:21:01.154493,claude-opus-4-6,anthropic,django__django-11095,4,5,2,2,1,4,3,4
django__django-12713,2,3,4,2,2,2,1,3,2,4,2,1,2,1,2,2,3,1,2,2,2026-03-08T00:21:34.818393,claude-opus-4-6,anthropic,django__django-12713,4,5,2,2,1,4,3,4
django__django-13417,1,4,4,4,3,3,0,4,4,4,3,2,4,1,3,3,2,3,2,3,2026-03-08T00:21:48.694771,claude-opus-4-6,anthropic,django__django-13417,4,4,2,2,2,4,3,4
sympy__sympy-13031,1,5,3,3,2,2,1,5,5,5,2,1,5,1,2,2,2,3,3,3,2026-03-08T00:24:45.479093,claude-opus-4-6,anthropic,sympy__sympy-13031,4,5,3,2,1,4,2,4
sympy__sympy-15809,2,4,3,2,2,2,1,4,5,5,1,1,4,1,3,3,1,2,1,2,2026-03-08T00:24:57.390583,claude-opus-4-6,anthropic,sympy__sympy-15809,4,5,2,2,1,4,2,3
sympy__sympy-13877,1,4,4,4,3,2,0,5,5,3,3,2,5,1,3,3,2,2,3,3,2026-03-08T00:24:53.195397,claude-opus-4-6,anthropic,sympy__sympy-13877,4,5,3,2,2,4,2,4
django__django-13786,2,4,4,3,3,3,0,4,3,4,2,1,4,1,2,3,3,3,2,3,2026-03-08T00:21:56.834621,claude-opus-4-6,anthropic,django__django-13786,4,5,2,2,2,4,3,4
django__django-16642,1,4,3,3,2,2,1,4,5,3,2,1,3,1,3,3,3,2,1,2,2026-03-08T00:22:59.613169,claude-opus-4-6,anthropic,django__django-16642,4,5,2,2,1,4,3,4
pytest-dev__pytest-6202,3,5,4,2,2,2,1,5,5,5,1,1,5,1,3,2,3,2,1,2,2026-03-08T00:23:57.092713,claude-opus-4-6,anthropic,pytest-dev__pytest-6202,5,5,3,2,1,5,3,2
django__django-11885,2,4,4,3,3,3,0,3,4,5,3,2,4,1,2,1,2,1,4,4,2026-03-08T00:21:23.005630,claude-opus-4-6,anthropic,django__django-11885,4,4,4,2,2,4,3,4
sphinx-doc__sphinx-7748,1,3,4,3,3,3,0,3,2,3,2,1,2,1,3,3,3,2,4,4,2026-03-08T00:24:27.260670,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7748,4,5,2,2,2,4,3,3
matplotlib__matplotlib-24149,2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,3,2,2,2,2026-03-08T00:23:15.369252,claude-opus-4-6,anthropic,matplotlib__matplotlib-24149,4,5,3,2,3,4,4,4
django__django-15741,2,4,3,2,2,2,1,5,4,4,1,1,4,1,1,3,2,2,1,2,2026-03-08T00:22:40.313552,claude-opus-4-6,anthropic,django__django-15741,4,5,2,2,1,4,3,5
django__django-14500,1,3,5,4,4,4,0,3,2,3,3,2,2,0,3,2,3,1,1,3,2026-03-08T00:22:11.602428,claude-opus-4-6,anthropic,django__django-14500,4,5,2,2,2,4,2,4
scikit-learn__scikit-learn-25102,2,4,4,3,3,2,0,4,5,4,3,3,4,1,3,4,3,3,3,4,2026-03-08T00:24:13.023238,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-25102,4,4,4,3,3,4,4,4
sympy__sympy-20438,1,3,4,4,3,3,0,4,5,4,3,3,4,1,3,4,3,3,4,4,2026-03-08T00:25:11.123658,claude-opus-4-6,anthropic,sympy__sympy-20438,4,4,3,2,1,4,3,4
sympy__sympy-16766,3,5,3,1,1,1,1,4,5,5,1,1,5,1,1,1,1,1,1,2,2026-03-08T00:25:00.878461,claude-opus-4-6,anthropic,sympy__sympy-16766,4,5,2,2,1,4,2,4
django__django-13512,2,4,3,2,2,2,1,3,3,4,1,1,3,1,2,3,2,3,1,2,2026-03-08T00:21:49.021219,claude-opus-4-6,anthropic,django__django-13512,4,4,3,2,1,4,2,4
astropy__astropy-7606,2,5,3,2,1,1,1,5,5,5,1,1,5,1,1,3,2,3,2,3,2026-03-08T00:20:49.736012,claude-opus-4-6,anthropic,astropy__astropy-7606,5,5,2,3,3,4,4,4
sympy__sympy-14976,1,4,4,3,3,3,0,4,5,4,2,1,4,1,2,2,2,1,2,2,2026-03-08T00:24:54.333713,claude-opus-4-6,anthropic,sympy__sympy-14976,4,5,2,2,2,4,3,3
django__django-14238,3,5,4,2,3,2,1,5,5,5,1,1,5,1,2,4,3,3,1,3,2026-03-08T00:22:08.102603,claude-opus-4-6,anthropic,django__django-14238,4,5,4,2,2,4,3,4
django__django-10914,3,4,3,2,2,3,1,3,3,4,2,2,4,1,4,1,1,1,1,2,2026-03-08T00:21:00.093044,claude-opus-4-6,anthropic,django__django-10914,4,4,3,2,1,4,3,4
django__django-14404,3,5,3,2,2,3,1,4,2,5,1,1,4,1,2,3,3,3,1,2,2026-03-08T00:22:10.162076,claude-opus-4-6,anthropic,django__django-14404,4,5,2,2,2,4,3,4
psf__requests-6028,1,3,5,4,4,4,0,3,3,4,3,1,3,1,2,2,1,2,2,2,2026-03-08T00:23:32.058822,claude-opus-4-6,anthropic,psf__requests-6028,4,4,3,2,1,4,3,2
django__django-13569,3,5,4,3,3,3,0,5,5,5,2,1,5,1,2,2,3,1,1,3,2026-03-08T00:21:55.116516,claude-opus-4-6,anthropic,django__django-13569,4,5,4,2,1,4,3,4
pylint-dev__pylint-4970,2,4,4,2,2,3,1,4,3,5,2,1,3,1,2,2,3,2,1,1,2026-03-08T00:23:45.886154,claude-opus-4-6,anthropic,pylint-dev__pylint-4970,4,5,2,2,2,4,3,3
matplotlib__matplotlib-24870,3,5,3,2,2,2,1,4,5,5,1,1,4,1,3,4,3,3,3,4,2026-03-08T00:23:18.877358,claude-opus-4-6,anthropic,matplotlib__matplotlib-24870,4,4,2,4,3,4,4,4
matplotlib__matplotlib-25332,1,4,4,3,3,2,1,4,5,4,2,1,4,1,2,2,3,1,3,2,2026-03-08T00:23:21.440211,claude-opus-4-6,anthropic,matplotlib__matplotlib-25332,4,5,3,3,3,5,4,5
sphinx-doc__sphinx-8595,1,5,4,2,2,2,1,4,5,5,2,1,5,1,3,2,3,2,1,2,2026-03-08T00:24:32.412126,claude-opus-4-6,anthropic,sphinx-doc__sphinx-8595,5,5,2,2,1,4,3,3
scikit-learn__scikit-learn-12973,3,5,3,2,1,2,1,4,4,5,1,1,5,1,3,4,2,3,2,2,2026-03-08T00:24:05.029014,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-12973,4,5,2,2,2,4,3,3
django__django-17087,2,5,4,3,3,3,0,5,5,5,3,2,4,1,3,2,2,1,1,2,2026-03-08T00:23:05.434778,claude-opus-4-6,anthropic,django__django-17087,4,5,3,3,2,4,4,5
django__django-14351,1,3,5,4,4,4,0,5,4,4,4,3,4,1,3,1,2,1,3,4,2026-03-08T00:22:10.332805,claude-opus-4-6,anthropic,django__django-14351,4,4,4,2,2,5,3,4
sympy__sympy-19954,1,4,4,3,3,2,0,5,5,3,3,1,5,1,2,2,2,2,3,3,2026-03-08T00:25:10.299302,claude-opus-4-6,anthropic,sympy__sympy-19954,4,5,2,2,2,3,2,3
django__django-16100,2,3,4,3,2,3,1,2,1,4,1,1,2,1,2,3,4,3,1,2,2026-03-08T00:22:48.948965,claude-opus-4-6,anthropic,django__django-16100,4,5,2,2,2,4,3,4
django__django-12143,3,5,2,1,1,2,1,4,3,5,1,1,5,1,1,2,3,2,1,1,2026-03-08T00:21:25.670197,claude-opus-4-6,anthropic,django__django-12143,5,5,2,2,1,4,3,4
django__django-16950,1,4,4,4,3,4,0,4,4,4,3,2,4,1,3,3,3,2,3,4,2026-03-08T00:23:03.089298,claude-opus-4-6,anthropic,django__django-16950,4,4,3,2,2,4,3,4
sphinx-doc__sphinx-10323,2,4,4,3,3,3,0,4,5,5,2,1,5,1,3,2,3,1,1,2,2026-03-08T00:24:17.354206,claude-opus-4-6,anthropic,sphinx-doc__sphinx-10323,4,5,2,2,2,4,3,3
django__django-12155,3,5,3,2,1,2,1,4,4,5,1,1,5,1,2,2,3,2,2,3,2026-03-08T00:21:24.386293,claude-opus-4-6,anthropic,django__django-12155,5,5,2,2,1,4,3,4
django__django-16116,2,4,4,2,2,3,1,4,3,5,1,1,4,1,3,2,3,1,1,2,2026-03-08T00:22:49.086469,claude-opus-4-6,anthropic,django__django-16116,4,5,2,2,2,4,2,4
django__django-13590,3,5,3,2,2,2,1,5,3,5,1,1,4,1,1,1,2,1,2,2,2026-03-08T00:21:56.036458,claude-opus-4-6,anthropic,django__django-13590,5,5,3,2,1,4,4,4
django__django-17029,3,5,3,1,1,2,1,4,3,5,1,1,5,1,1,2,2,1,1,1,2026-03-08T00:23:02.928316,claude-opus-4-6,anthropic,django__django-17029,5,5,2,2,1,4,3,4
sympy__sympy-22080,1,4,4,4,3,2,0,5,5,4,3,2,4,1,2,4,2,3,3,4,2026-03-08T00:25:14.832937,claude-opus-4-6,anthropic,sympy__sympy-22080,4,5,3,2,1,4,3,4
django__django-15278,1,4,4,4,3,3,0,5,4,4,3,2,4,1,2,2,3,1,2,3,2026-03-08T00:22:29.951798,claude-opus-4-6,anthropic,django__django-15278,4,5,3,2,2,4,2,5
django__django-16454,2,5,4,3,3,2,0,5,5,5,2,1,5,1,2,3,3,3,3,3,2026-03-08T00:22:52.623184,claude-opus-4-6,anthropic,django__django-16454,4,5,3,2,2,4,2,5
django__django-13343,2,5,4,3,3,3,1,4,3,5,2,1,4,1,2,2,2,1,2,2,2026-03-08T00:21:57.048567,claude-opus-4-6,anthropic,django__django-13343,4,5,2,2,2,4,3,4
django__django-16136,1,5,4,3,3,3,0,5,5,4,2,1,5,1,2,3,3,3,2,3,2026-03-08T00:22:49.165286,claude-opus-4-6,anthropic,django__django-16136,4,5,2,2,1,4,3,4
django__django-13158,1,4,4,4,3,3,0,4,4,4,3,2,3,0,2,2,2,2,3,3,2026-03-08T00:21:44.964953,claude-opus-4-6,anthropic,django__django-13158,4,4,2,2,1,4,3,4
pylint-dev__pylint-8898,2,5,3,3,3,2,0,5,5,3,2,1,5,1,3,3,3,3,3,3,2026-03-08T00:23:49.468902,claude-opus-4-6,anthropic,pylint-dev__pylint-8898,4,5,3,2,1,4,3,4
sympy__sympy-24066,1,5,4,3,3,2,0,5,5,4,3,1,4,1,2,2,3,2,2,3,2026-03-08T00:25:21.283026,claude-opus-4-6,anthropic,sympy__sympy-24066,4,5,2,2,1,4,2,3
django__django-14672,3,5,4,2,2,2,1,5,5,5,1,1,5,1,1,3,3,2,1,2,2026-03-08T00:22:18.633731,claude-opus-4-6,anthropic,django__django-14672,5,5,2,2,2,4,3,4
sympy__sympy-23824,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,3,3,2,1,3,2026-03-08T00:25:18.153814,claude-opus-4-6,anthropic,sympy__sympy-23824,5,5,2,2,1,4,2,4
django__django-13363,3,5,4,2,1,3,1,4,4,5,1,1,5,1,2,3,3,2,1,2,2026-03-08T00:21:47.606225,claude-opus-4-6,anthropic,django__django-13363,5,5,2,2,1,4,3,4
scikit-learn__scikit-learn-14983,1,5,3,2,1,1,1,5,5,5,1,1,5,1,1,3,2,1,2,3,2026-03-08T00:24:11.497055,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-14983,4,5,2,2,2,4,4,3
sphinx-doc__sphinx-7590,1,4,5,3,4,3,0,5,4,3,3,1,4,1,2,5,3,4,4,4,2026-03-08T00:24:22.901498,claude-opus-4-6,anthropic,sphinx-doc__sphinx-7590,4,5,2,2,2,4,3,3
matplotlib__matplotlib-14623,0,4,4,3,3,2,0,4,5,5,3,2,4,1,3,2,2,1,3,4,2026-03-08T00:23:08.857313,claude-opus-4-6,anthropic,matplotlib__matplotlib-14623,4,5,3,3,3,4,4,4
django__django-16527,3,5,3,1,1,2,1,4,3,5,1,1,5,1,2,3,4,3,1,1,2026-03-08T00:22:54.533547,claude-opus-4-6,anthropic,django__django-16527,4,5,2,2,1,4,3,4
django__django-16032,1,4,4,4,3,2,0,5,5,4,3,2,4,1,2,3,3,2,3,4,2026-03-08T00:22:43.592387,claude-opus-4-6,anthropic,django__django-16032,4,4,3,2,2,4,3,4
pydata__xarray-2905,2,5,4,3,3,2,0,4,5,4,1,1,5,1,3,2,3,2,1,3,2026-03-08T00:23:34.333564,claude-opus-4-6,anthropic,pydata__xarray-2905,4,5,3,2,1,4,3,3
django__django-12708,1,4,4,3,3,4,0,4,4,3,3,2,4,1,3,3,4,2,1,3,2026-03-08T00:21:33.431726,claude-opus-4-6,anthropic,django__django-12708,4,5,3,2,2,4,3,4
django__django-15022,2,4,4,4,3,4,0,3,4,3,3,2,4,1,3,4,4,4,2,3,2026-03-08T00:22:22.407568,claude-opus-4-6,anthropic,django__django-15022,4,5,3,2,2,4,3,4
sympy__sympy-17655,1,5,4,3,2,2,1,5,5,4,2,1,5,1,2,2,2,2,1,1,2026-03-08T00:25:03.721952,claude-opus-4-6,anthropic,sympy__sympy-17655,4,5,2,2,1,4,2,3
sphinx-doc__sphinx-9367,2,5,3,2,2,1,1,5,5,5,1,1,5,1,1,1,1,2,2,1,2026-03-08T00:24:43.481861,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9367,5,5,2,2,1,4,3,3
pylint-dev__pylint-7080,1,4,4,3,2,3,0,4,4,5,2,1,5,1,2,2,3,2,1,2,2026-03-08T00:23:48.203610,claude-opus-4-6,anthropic,pylint-dev__pylint-7080,4,4,3,2,2,4,3,4
astropy__astropy-8707,2,4,3,2,2,2,1,3,3,4,2,2,3,1,2,3,3,2,3,3,2026-03-08T00:20:59.558046,claude-opus-4-6,anthropic,astropy__astropy-8707,4,5,2,3,2,4,4,4
django__django-11734,1,4,5,4,3,3,0,5,5,4,4,2,4,0,3,2,3,2,4,4,2026-03-08T00:21:16.181244,claude-opus-4-6,anthropic,django__django-11734,4,4,4,2,2,4,3,4
pydata__xarray-4687,2,5,3,2,1,2,1,4,5,4,2,1,5,1,3,2,2,1,2,3,2026-03-08T00:23:40.434472,claude-opus-4-6,anthropic,pydata__xarray-4687,4,5,3,2,1,4,4,3
astropy__astropy-7671,2,5,2,2,1,2,1,5,5,5,1,1,5,1,2,2,3,2,2,2,2026-03-08T00:20:49.910266,claude-opus-4-6,anthropic,astropy__astropy-7671,4,5,2,2,2,4,4,4
django__django-11276,3,5,2,1,1,2,1,4,4,5,1,2,5,1,3,4,3,3,2,3,2026-03-08T00:21:11.408518,claude-opus-4-6,anthropic,django__django-11276,4,5,3,2,1,4,3,4
pallets__flask-5014,3,5,3,1,1,1,1,4,3,5,1,1,4,1,2,1,1,2,1,1,2026-03-08T00:23:26.896148,claude-opus-4-6,anthropic,pallets__flask-5014,5,5,1,2,1,4,2,2
django__django-11333,3,5,4,2,2,3,1,4,3,5,1,1,5,1,2,2,2,2,2,3,2026-03-08T00:21:12.327134,claude-opus-4-6,anthropic,django__django-11333,5,5,2,2,1,4,2,4
django__django-11299,2,5,4,4,3,3,0,5,5,5,3,2,5,1,2,3,3,3,1,4,2026-03-08T00:21:12.809480,claude-opus-4-6,anthropic,django__django-11299,4,4,3,2,2,4,3,4
django__django-16819,1,2,4,3,2,3,1,2,1,3,3,2,1,1,2,1,2,1,1,2,2026-03-08T00:23:02.264115,claude-opus-4-6,anthropic,django__django-16819,4,4,3,2,1,4,3,5
pydata__xarray-4629,3,5,2,1,1,1,1,5,5,5,1,1,5,1,1,1,1,1,1,1,2026-03-08T00:23:37.315878,claude-opus-4-6,anthropic,pydata__xarray-4629,5,5,2,2,1,4,3,2
django__django-11149,1,4,4,3,3,3,0,4,4,4,3,2,4,1,2,4,4,3,3,3,2026-03-08T00:21:03.019690,claude-opus-4-6,anthropic,django__django-11149,4,4,3,2,2,5,3,4
django__django-14170,2,5,4,3,3,3,0,5,5,4,2,2,5,1,2,4,3,4,3,3,2026-03-08T00:22:07.555840,claude-opus-4-6,anthropic,django__django-14170,4,5,3,2,2,4,3,5
pytest-dev__pytest-7521,1,5,4,3,3,2,0,5,5,5,2,1,5,1,2,4,2,3,1,2,2026-03-08T00:23:58.178258,claude-opus-4-6,anthropic,pytest-dev__pytest-7521,4,5,3,2,2,5,3,3
django__django-13089,3,5,3,2,1,3,1,5,2,4,1,1,4,1,1,2,3,2,1,2,2026-03-08T00:21:37.961395,claude-opus-4-6,anthropic,django__django-13089,4,5,2,2,1,4,3,5
django__django-13820,3,5,4,2,3,3,0,4,3,5,1,1,5,1,2,2,4,2,2,2,2026-03-08T00:21:58.379046,claude-opus-4-6,anthropic,django__django-13820,5,5,2,2,1,4,3,4
django__django-13344,1,4,4,4,3,4,0,4,4,5,3,2,4,1,2,4,3,3,3,4,2026-03-08T00:21:47.064080,claude-opus-4-6,anthropic,django__django-13344,4,4,3,2,2,4,2,4
scikit-learn__scikit-learn-10908,2,5,3,2,1,2,1,5,5,4,1,1,5,1,2,3,2,3,1,2,2026-03-08T00:24:01.370958,claude-opus-4-6,anthropic,scikit-learn__scikit-learn-10908,4,5,2,3,3,4,4,4
django__django-11400,2,4,4,2,2,3,1,4,3,4,1,1,4,1,2,4,4,3,3,3,2026-03-08T00:21:12.233392,claude-opus-4-6,anthropic,django__django-11400,4,5,2,2,2,4,3,4
django__django-13128,1,4,4,4,3,3,0,5,5,3,3,2,3,1,3,5,3,4,4,4,2026-03-08T00:21:45.538106,claude-opus-4-6,anthropic,django__django-13128,4,4,3,2,2,4,3,4
django__django-15382,1,4,5,4,3,3,0,4,5,3,4,2,3,1,3,2,2,2,2,3,2026-03-08T00:22:33.564422,claude-opus-4-6,anthropic,django__django-15382,4,4,4,2,2,5,2,5
sympy__sympy-12489,2,4,4,3,3,3,1,4,3,4,2,2,4,1,3,5,4,4,3,3,2026-03-08T00:24:43.757798,claude-opus-4-6,anthropic,sympy__sympy-12489,4,5,4,2,1,3,2,4
astropy__astropy-8872,0,5,4,3,3,2,0,4,5,5,2,1,4,1,2,2,2,2,2,3,2026-03-08T00:21:02.840774,claude-opus-4-6,anthropic,astropy__astropy-8872,4,5,3,3,3,4,4,4
astropy__astropy-14365,2,5,3,2,1,2,1,5,5,4,1,1,5,1,1,3,3,2,1,2,2026-03-08T00:20:49.788856,claude-opus-4-6,anthropic,astropy__astropy-14365,5,5,2,3,2,4,4,4
django__django-11292,2,4,4,2,2,2,1,3,3,4,1,1,3,1,2,2,3,1,2,3,2026-03-08T00:21:11.933312,claude-opus-4-6,anthropic,django__django-11292,4,5,3,2,1,4,3,4
sympy__sympy-18211,2,4,4,3,2,2,1,4,5,5,2,2,4,1,3,2,2,2,1,2,2026-03-08T00:25:04.232528,claude-opus-4-6,anthropic,sympy__sympy-18211,4,4,2,2,2,4,3,4
django__django-15814,3,5,4,2,2,2,1,5,5,5,1,1,5,1,2,1,2,1,1,3,2026-03-08T00:22:42.139831,claude-opus-4-6,anthropic,django__django-15814,4,5,4,2,2,4,3,4
django__django-12406,2,5,4,3,2,3,1,5,5,4,3,2,4,1,3,4,3,3,3,4,2026-03-08T00:21:35.791984,claude-opus-4-6,anthropic,django__django-12406,4,5,3,2,1,5,3,4
astropy__astropy-13398,3,4,5,4,4,4,0,3,4,4,3,3,5,0,4,4,4,3,4,4,2026-03-08T00:20:50.433993,claude-opus-4-6,anthropic,astropy__astropy-13398,4,4,3,3,2,4,4,4
sympy__sympy-23950,1,4,4,3,3,2,0,5,5,3,2,2,4,1,2,3,2,2,1,2,2026-03-08T00:25:21.297889,claude-opus-4-6,anthropic,sympy__sympy-23950,4,5,3,2,1,3,3,4
sphinx-doc__sphinx-9229,0,4,4,4,3,4,0,4,5,4,4,2,5,1,3,2,3,1,3,4,2026-03-08T00:24:33.463009,claude-opus-4-6,anthropic,sphinx-doc__sphinx-9229,4,4,3,2,2,4,4,3
