integration_complexity,solution_complexity,solution_discovery_needed,logical_reasoning_required,atypicality,domain_knowledge_required,verification_difficulty,standard_pattern_available,problem_clarity,solution_hint,solution_prescribed,location_hints_provided,fix_pattern_type,minimal_repro_provided,log_lines_changed,patch_adds,patch_lines_gt20,patch_chars,patch_files_gt2,patch_lines_gt50,test_patch_lines,num_hunks,patch_deletes,num_files_modified,test_patch_chars,patch_files_gt3,test_patch_files,test_patch_hunks,has_code_block,is_django,stmt_lines_gt80,stmt_words,_task_id
3,2,2,3,3,4,2,1,4,2,1,1,1,0,0.6989700043360189,3,0,980,0,0,13,2,1,1,1150,0,1,2,0,1,0,170,django__django-13343
2,2,2,3,3,4,2,1,5,3,1,1,0,1,1.0791812460476249,10,0,753,0,0,23,1,1,1,1590,0,1,2,0,1,0,204,django__django-16136
4,3,4,4,4,4,3,0,4,1,0,0,1,1,0.6020599913279624,3,0,961,0,0,7,2,0,1,772,0,1,1,0,1,0,131,django__django-13158
3,3,2,3,3,3,3,0,4,2,1,1,2,1,1.5185139398778875,30,1,2614,1,0,31,5,2,3,2224,0,1,3,1,0,1,341,pylint-dev__pylint-8898
3,2,3,3,3,4,2,0,4,1,0,1,0,1,0.9030899869919436,3,0,883,0,0,21,1,4,1,1185,0,1,1,1,0,0,57,sympy__sympy-24066
2,1,1,2,1,3,2,1,5,3,1,1,0,1,0.4771212547196624,1,0,511,0,0,47,1,1,1,3427,0,3,5,0,1,1,520,django__django-14672
2,1,1,2,3,4,2,1,5,3,1,1,1,1,0.6020599913279624,1,0,632,0,0,8,1,2,1,785,0,1,1,1,0,0,226,sympy__sympy-23824
2,1,1,2,1,3,2,1,5,3,1,1,1,1,0.6989700043360189,2,0,1025,0,0,10,2,2,1,1752,0,1,1,1,1,0,212,django__django-13363
3,2,1,2,2,3,2,1,5,3,1,1,2,1,0.7781512503836436,5,0,927,0,0,11,2,0,1,873,0,1,1,1,0,0,110,scikit-learn__scikit-learn-14983
4,4,4,4,4,5,3,0,4,1,0,1,2,1,2.03342375548695,89,1,10055,1,1,57,14,18,3,3463,0,1,1,1,0,0,66,sphinx-doc__sphinx-7590
3,3,3,3,3,4,2,0,4,3,1,1,1,1,1.3010299956639813,17,0,3862,1,0,7,6,2,3,523,0,1,1,1,0,0,126,matplotlib__matplotlib-14623
2,1,1,2,1,3,2,1,5,3,1,1,1,0,0.4771212547196624,1,0,581,0,0,35,1,1,1,2633,0,1,3,1,1,0,61,django__django-16527
4,3,2,4,4,5,3,0,4,3,1,1,3,1,1.0791812460476249,3,0,2191,0,0,28,5,8,2,1445,0,1,1,1,1,0,77,django__django-16032
2,1,1,2,2,3,2,1,4,3,1,1,0,1,0.6020599913279624,2,0,529,0,0,9,1,1,1,1131,0,1,2,1,0,0,256,pydata__xarray-2905
3,1,3,3,3,4,3,0,4,1,0,1,0,1,0.9030899869919436,6,0,850,0,0,37,1,1,1,3447,0,2,3,0,1,0,156,django__django-12708
2,2,3,3,2,4,3,1,4,2,1,1,3,1,0.6989700043360189,3,0,1106,0,0,48,2,1,1,3534,0,2,4,0,1,0,139,django__django-15022
2,1,1,2,1,2,2,1,5,3,1,1,2,1,0.6989700043360189,4,0,505,0,0,4,1,0,1,1187,0,1,4,1,0,0,199,sympy__sympy-17655
2,2,2,2,2,3,2,1,5,2,1,1,0,1,0.9542425094393248,5,0,759,0,0,3,1,3,1,641,0,1,1,1,0,0,58,sphinx-doc__sphinx-9367
2,1,2,2,2,2,2,1,4,3,1,1,0,1,0.3010299956639812,1,0,417,0,0,21,1,0,1,1267,0,1,1,1,0,1,1892,pylint-dev__pylint-7080
3,3,2,3,2,3,2,1,4,2,1,1,0,0,1.8808135922807911,66,1,5131,0,1,24,6,9,2,1407,0,1,2,0,0,0,120,astropy__astropy-8707
4,4,4,4,4,5,3,0,4,1,0,0,1,1,1.0413926851582251,4,0,2077,1,0,14,3,6,3,1810,0,1,3,0,1,0,87,django__django-11734
3,3,2,3,2,4,2,1,4,2,1,1,2,1,1.146128035678238,12,0,1539,0,0,14,4,1,1,1342,0,2,2,1,0,1,509,pydata__xarray-4687
2,2,2,2,2,3,2,1,5,3,1,1,0,1,1.0,9,0,910,0,0,2,2,0,1,599,0,1,1,1,0,0,190,astropy__astropy-7671
3,2,1,2,1,2,2,1,5,3,1,1,3,1,1.4313637641589874,5,1,2760,0,0,75,6,21,1,19182,0,14,31,0,1,0,146,django__django-11276
2,1,1,1,1,2,1,1,4,2,1,0,0,0,0.6020599913279624,3,0,390,0,0,5,1,0,1,465,0,1,1,0,0,0,35,pallets__flask-5014
3,2,2,2,2,3,2,1,5,3,1,1,3,0,1.0413926851582251,7,0,1236,0,0,12,3,3,2,1109,0,1,2,0,1,0,202,django__django-11333
3,1,4,3,3,4,3,0,4,1,0,0,1,1,0.4771212547196624,1,0,666,0,0,38,1,1,1,2870,0,2,2,1,1,0,339,django__django-11299
3,2,3,3,3,4,2,1,2,1,0,0,2,0,0.7781512503836436,5,0,641,0,0,14,1,0,1,696,0,1,1,0,1,0,14,django__django-16819
1,1,1,2,1,2,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,471,0,0,7,1,1,1,709,0,1,1,1,0,1,342,pydata__xarray-4629
3,3,3,4,3,4,3,0,4,1,0,0,1,1,1.7558748556724917,30,1,4267,0,1,54,1,26,1,5333,0,2,4,0,1,0,106,django__django-11149
3,3,3,3,3,4,3,0,4,2,0,1,1,1,1.591064607026499,30,1,3448,0,0,19,2,8,2,2024,0,1,2,1,1,0,195,django__django-14170
2,1,3,3,3,4,2,1,5,1,0,1,0,1,0.3010299956639812,1,0,446,0,0,6,1,0,1,543,0,1,1,1,0,1,356,pytest-dev__pytest-7521
2,1,1,2,1,2,2,1,5,3,1,1,0,0,1.0,6,0,869,0,0,14,1,3,1,971,0,1,1,1,1,0,124,django__django-13089
2,2,1,3,4,4,3,0,5,3,1,1,0,0,1.1760912590556811,9,0,1408,0,0,30,1,5,1,1874,0,1,2,0,1,0,318,django__django-13820
3,2,2,3,3,4,3,1,4,3,1,1,3,1,1.5185139398778875,12,1,5088,1,0,107,7,20,3,7843,0,3,7,0,1,0,159,django__django-13344
2,1,2,2,2,3,2,1,5,2,1,1,0,1,0.6020599913279624,3,0,525,0,0,17,1,0,1,1677,0,1,3,1,0,0,250,scikit-learn__scikit-learn-10908
3,3,2,3,2,4,3,1,4,2,1,1,2,0,1.4313637641589874,19,1,3224,1,0,104,4,7,3,6720,0,2,6,0,1,0,88,django__django-11400
4,4,4,4,4,5,3,0,3,0,0,0,3,1,1.6434526764861874,24,1,3354,0,0,50,3,19,1,5655,0,1,9,0,1,0,36,django__django-13128
3,2,2,3,3,4,2,1,4,3,1,1,0,1,1.3010299956639813,12,0,959,0,0,7,1,7,1,545,0,1,1,1,1,0,51,django__django-15382
3,3,2,3,2,3,2,1,4,3,1,1,3,0,1.9294189257142929,42,1,9648,0,1,46,26,42,1,2074,0,1,1,0,0,0,169,sympy__sympy-12489
3,2,2,3,3,4,2,0,4,2,1,1,1,1,1.0791812460476249,4,0,1674,0,0,11,3,7,1,963,0,1,1,1,0,0,111,astropy__astropy-8872
2,1,1,2,1,2,2,1,5,3,1,0,1,1,0.6989700043360189,2,0,955,0,0,15,2,2,1,1194,0,1,2,1,0,0,202,astropy__astropy-14365
3,2,2,2,2,4,2,1,4,2,1,1,2,0,1.0791812460476249,8,0,1713,0,0,10,4,3,1,802,0,1,1,0,1,0,63,django__django-11292
2,2,1,2,1,3,2,1,5,3,1,1,0,1,1.0,8,0,933,0,0,9,1,1,1,1319,0,1,2,1,0,0,69,sympy__sympy-18211
3,1,1,2,3,4,2,1,5,3,1,1,1,1,0.3010299956639812,1,0,598,0,0,6,1,0,1,700,0,1,1,0,1,0,199,django__django-15814
4,3,3,3,3,4,3,0,4,1,0,0,0,1,1.255272505103306,10,0,2165,0,0,54,3,7,2,3151,0,3,3,0,1,0,124,django__django-12406
4,4,3,4,4,5,4,0,4,3,1,1,4,1,2.3344537511509307,202,1,13884,1,1,164,8,13,4,7533,1,1,5,1,0,1,659,astropy__astropy-13398
2,1,2,2,2,3,2,1,4,3,1,1,1,1,0.4771212547196624,1,0,293,0,0,7,1,1,1,748,0,1,1,1,0,0,87,sympy__sympy-23950
4,3,4,3,3,4,3,0,4,0,0,0,0,1,1.255272505103306,15,0,1666,0,0,15,2,2,1,922,0,2,2,1,0,1,511,sphinx-doc__sphinx-9229
2,1,2,2,2,3,2,1,4,2,0,1,0,1,0.4771212547196624,1,0,511,0,0,2,1,1,1,516,0,1,1,1,0,0,162,psf__requests-5414
2,2,2,3,2,3,2,1,4,2,1,0,0,1,0.6020599913279624,2,0,743,0,0,7,1,1,1,638,0,1,1,0,0,0,58,psf__requests-1142
3,3,4,3,3,4,2,0,4,1,0,0,0,1,1.1139433523068367,10,0,1732,0,0,21,3,2,1,1365,0,1,1,1,0,0,185,sphinx-doc__sphinx-9602
2,2,2,3,3,4,3,1,4,3,1,1,1,1,0.9542425094393248,4,0,1300,0,0,31,2,4,1,2614,0,1,3,1,0,0,106,matplotlib__matplotlib-25122
3,3,3,4,3,4,3,0,4,2,0,1,1,1,1.3010299956639813,15,0,2122,0,0,2,2,4,1,731,0,1,1,0,1,0,372,django__django-14053
2,1,1,2,2,3,2,1,5,3,1,0,0,1,0.3010299956639812,1,0,510,0,0,6,1,0,1,859,0,1,2,1,1,0,85,django__django-12304
4,3,3,4,3,4,3,0,4,2,1,1,0,1,1.0413926851582251,10,0,1377,0,0,25,1,0,1,1549,0,1,1,0,1,0,117,django__django-12754
2,1,2,2,2,3,2,1,4,1,0,1,0,1,0.6989700043360189,2,0,679,0,0,12,1,2,1,963,0,1,3,1,0,0,136,sphinx-doc__sphinx-7889
2,2,2,3,2,3,2,1,4,2,1,1,0,1,0.9542425094393248,8,0,831,0,0,2,1,0,1,599,0,1,1,0,1,0,91,django__django-11206
4,3,4,4,3,4,3,0,4,1,0,0,0,1,0.6020599913279624,3,0,1205,0,0,47,2,0,2,2432,0,1,1,1,0,0,246,sphinx-doc__sphinx-8551
2,2,1,2,2,4,2,1,4,3,1,1,1,1,0.8450980400142568,5,0,884,0,0,28,1,1,1,1331,0,1,1,0,1,0,164,django__django-13112
1,1,1,2,1,2,2,1,5,2,0,1,1,1,1.0,6,0,779,0,0,6,1,3,1,544,0,1,1,1,0,0,96,sympy__sympy-24539
1,1,1,2,1,2,2,1,5,3,1,1,0,0,0.4771212547196624,1,0,539,0,0,29,1,1,1,2292,0,2,4,1,1,0,143,django__django-16255
3,2,3,3,3,4,3,0,4,2,0,1,1,1,0.9030899869919436,5,0,486,0,0,25,1,2,1,1638,0,1,1,0,1,0,204,django__django-14792
2,1,1,2,2,3,2,1,5,3,1,1,0,1,0.4771212547196624,2,0,802,0,0,32,2,0,1,1615,0,1,2,1,0,0,239,matplotlib__matplotlib-24637
2,2,1,2,3,4,2,1,5,3,1,1,0,1,0.9542425094393248,8,0,983,0,0,28,1,0,1,1433,0,1,1,1,0,0,498,pydata__xarray-4966
2,1,3,3,2,4,2,1,4,1,0,1,1,1,0.4771212547196624,1,0,452,0,0,7,1,1,1,634,0,1,1,1,0,1,830,pydata__xarray-6721
2,2,1,2,2,3,2,1,5,3,1,1,0,1,1.0791812460476249,8,0,1917,0,0,21,1,3,1,1607,0,2,3,1,1,0,161,django__django-13807
2,2,2,2,2,3,2,1,4,2,1,1,0,1,1.3222192947339193,6,0,1783,0,0,18,4,14,1,1368,0,1,2,1,0,0,177,matplotlib__matplotlib-26466
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.9542425094393248,5,0,979,0,0,9,2,3,1,665,0,1,1,1,0,0,343,matplotlib__matplotlib-20859
2,1,2,2,1,3,2,1,5,2,0,0,0,1,0.3010299956639812,1,0,594,0,0,39,1,0,1,2482,0,3,5,1,0,0,146,sphinx-doc__sphinx-8269
2,2,1,2,2,3,2,1,5,3,1,1,1,1,1.1760912590556811,11,0,1486,0,0,8,2,3,1,910,0,1,1,1,0,0,377,astropy__astropy-13033
5,5,5,5,4,5,4,0,4,1,1,1,4,1,1.9731278535996983,70,1,9785,1,1,39,14,23,4,2125,1,1,2,0,1,0,89,django__django-16263
2,1,1,2,2,3,2,1,4,2,1,1,1,0,0.4771212547196624,1,0,492,0,0,7,1,1,1,555,0,1,1,0,1,0,45,django__django-11119
2,2,1,2,2,4,2,1,5,3,1,1,1,1,0.8450980400142568,5,0,603,0,0,7,1,1,1,631,0,1,1,1,0,1,300,pydata__xarray-7393
3,2,2,3,3,4,2,1,4,2,1,1,0,1,1.1139433523068367,12,0,1531,0,0,15,2,0,2,1199,0,2,2,1,0,0,155,mwaskom__seaborn-3187
2,1,1,2,2,3,2,1,5,3,1,1,2,1,0.6989700043360189,4,0,437,0,0,3,1,0,1,418,0,1,1,1,0,1,479,pytest-dev__pytest-5262
3,2,3,3,2,4,2,1,4,1,0,1,0,1,0.6989700043360189,4,0,1307,0,0,35,3,0,1,1826,0,1,3,1,0,0,56,pytest-dev__pytest-7571
3,3,4,4,4,5,2,0,4,1,0,1,1,1,1.8195439355418688,32,1,12099,0,1,8,5,33,2,1100,0,1,2,1,0,0,281,astropy__astropy-14369
2,1,2,2,1,2,2,1,5,3,1,1,0,1,0.6989700043360189,2,0,994,0,0,28,2,2,1,1277,0,1,1,0,0,0,115,sphinx-doc__sphinx-8475
2,1,1,2,1,2,2,1,5,3,1,1,3,1,0.6989700043360189,2,0,775,0,0,12,2,2,1,939,0,1,2,1,1,0,147,django__django-15731
1,1,1,1,1,2,2,1,5,3,1,1,1,1,0.8450980400142568,1,0,657,0,0,2,1,5,1,571,0,1,1,0,0,0,122,pytest-dev__pytest-5809
2,2,2,3,3,4,2,0,4,1,0,1,0,1,1.1139433523068367,11,0,947,0,0,46,1,1,1,3111,0,2,3,0,1,0,115,django__django-12774
2,1,2,2,1,3,2,1,5,2,1,1,0,1,0.6020599913279624,2,0,603,0,0,30,1,1,1,2908,0,1,5,1,0,1,450,scikit-learn__scikit-learn-13328
2,2,2,3,2,2,2,1,4,2,0,1,1,1,0.6989700043360189,3,0,421,0,0,1,1,1,1,407,0,1,1,0,0,0,29,sympy__sympy-19637
2,2,1,2,1,3,2,1,5,3,1,1,3,0,1.146128035678238,8,0,1845,0,0,50,3,5,2,2915,0,1,1,0,1,0,79,django__django-14376
2,2,1,2,1,3,2,1,5,3,1,1,1,1,1.3617278360175928,9,1,3809,0,0,6,6,13,1,763,0,1,1,1,0,0,259,scikit-learn__scikit-learn-14496
3,2,2,2,2,4,2,1,4,2,1,1,0,1,0.7781512503836436,5,0,684,0,0,17,1,0,1,1230,0,1,1,0,1,0,69,django__django-12308
2,2,2,3,2,3,2,1,4,3,1,1,1,1,0.9542425094393248,5,0,745,0,0,7,2,3,1,532,0,1,1,0,0,0,37,sympy__sympy-24562
3,2,4,4,3,4,2,0,4,0,0,0,1,1,0.4771212547196624,1,0,470,0,0,19,1,1,1,1415,0,1,2,1,0,0,158,astropy__astropy-12907
2,2,1,2,2,3,2,1,5,3,1,1,1,1,0.8450980400142568,1,0,808,0,0,25,1,5,1,1975,0,1,2,1,0,0,84,pydata__xarray-4356
3,3,3,3,3,4,2,0,4,1,0,1,0,0,0.9542425094393248,7,0,919,0,0,32,1,1,1,1686,0,1,2,0,1,0,40,django__django-11820
1,1,2,2,2,3,2,1,5,2,1,1,1,1,0.4771212547196624,1,0,427,0,0,4,1,1,1,808,0,1,1,0,1,0,94,django__django-15863
2,2,2,2,3,4,2,1,4,2,0,0,2,1,0.7781512503836436,5,0,693,0,0,16,1,0,1,3292,0,1,7,0,1,0,124,django__django-14771
2,1,1,2,2,3,3,1,5,3,1,1,1,0,0.4771212547196624,1,0,746,0,0,16,1,1,1,2136,0,1,2,0,1,0,213,django__django-11066
3,3,2,3,2,4,2,1,4,2,1,1,0,1,1.3617278360175928,17,1,2945,0,0,4,5,5,2,1017,0,1,1,1,0,0,176,pydata__xarray-3305
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.7781512503836436,2,0,654,0,0,34,1,3,1,1959,0,1,1,1,0,0,230,matplotlib__matplotlib-23412
3,2,3,3,3,4,2,0,4,1,0,1,1,1,1.0,6,0,1392,0,0,12,2,3,1,1386,0,1,2,1,0,0,204,scikit-learn__scikit-learn-14087
3,2,3,3,3,4,2,0,4,1,0,0,0,1,0.7781512503836436,5,0,857,0,0,10,1,0,1,902,0,1,1,0,1,0,89,django__django-15930
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,546,0,0,25,1,1,1,2076,0,1,4,0,1,0,181,django__django-12125
1,2,1,3,2,3,2,1,5,2,1,1,1,1,1.0,6,0,808,0,0,15,1,3,1,858,0,1,1,1,0,0,249,scikit-learn__scikit-learn-15100
3,3,4,3,3,4,2,0,4,0,0,0,1,1,1.2787536009528289,16,0,1560,0,0,2,1,2,1,538,0,1,1,1,0,0,202,sphinx-doc__sphinx-8265
3,3,2,2,2,4,2,1,5,3,1,1,3,1,1.4313637641589874,16,1,4525,1,0,10,11,10,5,1231,1,1,2,0,1,0,250,django__django-11532
3,1,3,3,2,4,2,1,3,2,1,1,0,0,0.4771212547196624,1,0,610,0,0,31,1,1,1,3941,0,5,5,0,1,0,35,django__django-11477
1,1,1,1,1,2,1,1,5,3,1,1,2,0,0.6989700043360189,4,0,523,0,0,7,1,0,1,668,0,1,1,1,1,0,63,django__django-9296
3,1,3,3,3,4,2,0,4,0,0,0,1,1,0.4771212547196624,1,0,733,0,0,22,1,1,1,1289,0,1,1,1,0,0,160,sphinx-doc__sphinx-8459
2,1,1,2,2,3,2,1,4,2,1,1,0,1,0.4771212547196624,2,0,403,0,0,2,1,0,1,400,0,1,1,1,0,0,104,sympy__sympy-14711
3,3,3,3,3,4,2,0,4,2,1,1,1,1,1.0791812460476249,6,0,1126,0,0,7,3,5,1,820,0,1,2,1,0,0,106,sympy__sympy-18698
3,3,2,2,2,4,2,1,4,2,1,1,2,0,1.9344984512435677,70,1,10743,0,1,150,18,15,2,11164,0,2,12,0,1,0,120,django__django-16560
3,2,2,3,2,4,2,1,4,1,0,1,0,1,0.6989700043360189,4,0,771,0,0,25,2,0,1,1362,0,1,2,1,0,1,245,scikit-learn__scikit-learn-26323
2,1,1,2,1,2,2,1,5,3,1,1,1,0,0.4771212547196624,1,0,534,0,0,4,1,1,1,814,0,1,1,0,1,0,59,django__django-11163
2,2,1,2,2,3,2,1,5,3,1,1,0,1,0.6989700043360189,4,0,927,0,0,11,1,0,1,943,0,1,1,1,0,1,548,scikit-learn__scikit-learn-14710
1,1,1,2,1,2,2,1,5,2,1,1,1,1,0.6989700043360189,2,0,476,0,0,13,1,2,1,746,0,1,1,1,1,0,109,django__django-13670
2,1,1,2,2,4,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,612,0,0,71,1,1,1,4015,0,4,4,0,1,0,220,django__django-13109
2,1,1,2,2,4,2,1,5,3,1,1,0,1,0.4771212547196624,1,0,481,0,0,25,1,1,1,3599,0,1,4,1,0,0,183,astropy__astropy-14539
3,2,4,3,3,4,2,0,4,0,0,0,1,1,0.6989700043360189,3,0,1042,0,0,13,3,1,1,1005,0,1,3,1,0,1,220,sphinx-doc__sphinx-9658
2,1,2,2,2,3,2,1,4,3,1,1,3,0,0.8450980400142568,6,0,1795,0,0,31,6,0,1,2701,0,2,2,0,1,0,68,django__django-15161
2,1,2,2,2,3,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,495,0,0,8,1,1,1,845,0,1,1,1,0,0,211,sympy__sympy-13647
2,1,3,2,2,3,2,1,4,1,0,0,2,1,0.9542425094393248,7,0,559,0,0,6,1,1,1,605,0,1,1,0,1,0,238,django__django-11964
3,3,2,3,3,4,2,0,4,2,1,1,1,1,1.0413926851582251,9,0,1022,0,0,22,1,1,1,1800,0,2,2,0,1,0,160,django__django-11749
3,3,3,3,3,4,2,0,4,1,0,1,2,1,1.6989700043360187,32,1,4029,0,0,5,6,17,2,671,0,1,1,1,0,0,187,pydata__xarray-3095
3,2,3,3,3,4,3,0,4,1,0,0,1,1,1.0,6,0,1740,0,0,29,3,3,2,1645,0,1,2,1,0,0,218,sphinx-doc__sphinx-8120
2,2,2,3,2,4,2,1,4,2,1,1,0,1,0.6020599913279624,2,0,558,0,0,15,1,1,1,961,0,1,1,1,0,1,324,scikit-learn__scikit-learn-14053
2,1,2,2,1,3,2,1,4,2,0,0,0,1,0.4771212547196624,2,0,563,0,0,24,1,0,1,1784,0,1,2,1,0,0,61,scikit-learn__scikit-learn-13779
2,1,2,2,2,3,2,1,4,2,1,1,0,1,0.7781512503836436,4,0,863,0,0,5,2,1,1,602,0,1,1,1,0,1,648,psf__requests-1724
4,3,3,4,3,4,3,0,4,2,1,1,0,1,0.9542425094393248,2,0,1614,0,0,53,3,6,2,3809,0,3,4,0,1,0,86,django__django-12325
1,1,1,1,1,2,1,1,5,3,1,1,0,0,0.3010299956639812,1,0,314,0,0,1,1,0,1,426,0,1,1,0,0,0,26,scikit-learn__scikit-learn-14141
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.4771212547196624,1,0,602,0,0,39,1,1,1,1269,0,1,1,1,0,1,1202,matplotlib__matplotlib-26113
3,2,3,3,3,4,3,0,3,2,1,1,1,0,0.9542425094393248,4,0,1423,0,0,16,2,4,1,1289,0,1,1,0,1,0,29,django__django-14434
2,2,2,2,2,3,2,1,5,1,0,0,0,1,0.9542425094393248,7,0,736,0,0,16,2,1,1,838,0,1,2,1,0,0,144,sphinx-doc__sphinx-9320
3,2,3,3,3,4,2,0,4,1,0,0,0,1,0.8450980400142568,6,0,1098,0,0,20,3,0,2,1233,0,1,2,1,0,0,98,pylint-dev__pylint-4604
2,1,1,2,1,3,2,1,5,3,1,1,3,1,0.8450980400142568,3,0,839,0,0,35,2,3,1,3063,0,2,3,1,1,0,73,django__django-12276
2,2,2,2,2,3,3,1,4,3,1,1,3,0,1.57978359661681,4,1,2434,0,0,46,2,33,1,4184,0,1,5,0,1,0,51,django__django-10973
1,1,1,1,1,1,1,1,5,3,1,1,1,0,0.4771212547196624,1,0,428,0,0,2,1,1,1,567,0,1,1,0,0,0,26,sympy__sympy-16886
3,2,3,3,3,4,2,0,4,0,0,0,1,1,0.9542425094393248,6,0,844,0,0,24,1,2,1,1444,0,1,1,1,0,0,158,matplotlib__matplotlib-22865
2,1,4,3,3,4,2,0,4,0,0,0,1,1,0.4771212547196624,1,0,653,0,0,24,1,1,1,1318,0,1,1,1,0,0,410,sphinx-doc__sphinx-8638
3,2,2,3,2,3,2,1,5,2,1,1,2,1,0.9030899869919436,5,0,1119,0,0,18,3,2,1,1310,0,1,1,1,0,0,134,pytest-dev__pytest-10051
2,1,2,3,2,3,2,1,4,1,1,1,1,1,0.7781512503836436,2,0,1078,0,0,11,2,3,1,1043,0,1,1,1,0,1,1093,scikit-learn__scikit-learn-13124
2,1,1,2,2,3,2,1,5,3,1,1,1,1,0.3010299956639812,1,0,359,0,0,12,1,0,1,1339,0,1,3,1,1,0,107,django__django-16429
4,3,2,3,3,4,4,0,4,3,1,1,1,1,1.845098040014257,40,1,7548,1,1,59,7,29,4,4013,1,1,3,1,1,0,437,django__django-11138
1,2,1,2,2,3,3,1,5,3,1,1,1,0,1.0791812460476249,7,0,651,0,0,18,1,4,1,1453,0,1,2,1,1,0,164,django__django-13410
2,1,1,2,1,3,2,1,5,3,1,1,1,1,0.6989700043360189,3,0,630,0,0,71,1,1,1,4140,0,1,4,0,1,0,62,django__django-16612
2,1,4,3,3,4,3,1,4,1,0,0,1,1,0.4771212547196624,1,0,418,0,0,14,1,1,1,1257,0,1,1,1,0,1,392,sympy__sympy-20428
2,1,1,2,2,3,2,1,5,3,1,1,1,0,0.8450980400142568,5,0,687,0,0,16,1,1,1,2805,0,2,5,0,1,0,146,django__django-14855
3,2,3,3,3,4,3,0,4,2,1,1,0,0,0.9542425094393248,6,0,850,0,0,43,1,2,1,4447,0,2,4,0,1,0,243,django__django-15252
3,2,4,4,4,4,3,0,4,0,0,0,2,1,0.6989700043360189,4,0,527,0,0,24,1,0,1,2633,0,2,4,0,1,0,112,django__django-11211
2,1,2,2,2,3,2,1,5,2,1,1,1,1,0.7781512503836436,2,0,592,0,0,14,1,3,1,895,0,1,2,1,0,1,488,astropy__astropy-14309
3,2,2,3,3,4,3,0,4,2,1,1,1,1,0.8450980400142568,4,0,1176,0,0,19,2,2,1,1244,0,1,1,0,1,0,331,django__django-13810
3,3,2,3,2,4,2,1,4,1,0,0,1,1,1.591064607026499,21,1,5583,0,0,12,11,17,1,1753,0,2,2,1,0,0,96,sympy__sympy-14531
2,1,2,3,3,4,2,0,5,3,1,1,0,1,0.4771212547196624,2,0,359,0,0,24,1,0,1,1820,0,1,2,0,1,0,315,django__django-13406
3,3,3,3,2,4,2,1,5,1,0,0,1,1,1.8195439355418688,56,1,3801,1,1,46,4,9,3,4449,0,9,9,1,0,0,104,sympy__sympy-14248
3,2,2,3,2,4,2,1,5,3,1,1,3,1,1.1139433523068367,4,0,1026,0,0,43,1,8,1,3838,0,3,5,1,1,0,141,django__django-14140
3,3,2,3,2,4,2,1,5,3,1,1,2,1,1.662757831681574,37,1,3590,0,0,7,4,8,1,995,0,1,2,1,0,0,117,sympy__sympy-13974
2,2,2,2,2,3,2,1,5,2,0,0,1,1,1.2041199826559248,14,0,1284,0,0,31,2,1,1,1191,0,1,1,1,0,0,229,sphinx-doc__sphinx-9711
3,3,4,4,3,4,3,0,4,1,0,0,1,1,1.3010299956639813,10,0,2106,0,0,16,4,9,1,1351,0,1,2,1,0,0,245,sympy__sympy-19495
2,1,1,2,2,4,2,1,4,3,1,1,1,0,0.3010299956639812,1,0,579,0,0,9,1,0,1,986,0,1,2,0,1,0,42,django__django-11179
2,1,1,2,1,3,2,1,4,3,1,1,0,1,0.6020599913279624,2,0,685,0,0,20,1,1,1,1175,0,1,1,1,0,1,272,sphinx-doc__sphinx-10466
2,1,1,2,2,3,2,1,5,3,1,1,0,1,0.8450980400142568,3,0,712,0,0,18,1,3,1,2160,0,1,2,0,1,0,142,django__django-16595
2,1,1,2,2,3,2,1,4,3,1,1,0,1,0.6989700043360189,4,0,736,0,0,2,1,0,1,451,0,1,1,1,0,0,159,sympy__sympy-13372
2,2,3,3,3,4,2,0,4,1,0,0,1,1,0.8450980400142568,5,0,779,0,0,8,2,1,1,628,0,1,1,1,0,1,445,pydata__xarray-6599
3,3,3,3,3,4,3,0,4,2,0,0,2,1,1.146128035678238,12,0,1228,0,0,38,2,1,1,3414,0,1,3,0,1,0,124,django__django-15268
4,4,4,4,3,4,3,0,4,0,0,0,4,1,1.7853298350107671,44,1,4830,0,1,34,4,16,2,2331,0,2,4,1,0,0,92,sphinx-doc__sphinx-8593
1,1,1,2,2,2,2,1,5,3,1,1,1,1,0.6989700043360189,2,0,744,0,0,14,2,2,1,1857,0,2,3,1,0,0,19,sympy__sympy-20916
2,1,1,3,3,4,2,1,4,3,1,1,0,1,0.4771212547196624,1,0,541,0,0,2,1,1,1,514,0,1,1,1,0,0,79,sympy__sympy-21612
2,1,2,2,2,3,2,1,4,2,0,1,0,0,0.6989700043360189,3,0,806,0,0,2,1,1,1,1027,0,1,2,0,1,0,27,django__django-11790
2,1,1,2,1,3,2,1,5,3,1,1,3,1,0.6020599913279624,2,0,572,0,0,33,2,1,1,1868,0,1,5,1,0,1,393,pytest-dev__pytest-7205
3,3,3,3,3,4,3,0,4,1,0,1,3,1,1.146128035678238,8,0,1615,0,0,5,3,5,1,702,0,1,1,1,0,0,204,matplotlib__matplotlib-24026
